"region","utbildningsnivå","ålder","kön","X2019"
"Trelleborg","forskarutbildning","25-34 år","män",1
"Trelleborg","forskarutbildning","25-34 år","kvinnor",2
"Trelleborg","forskarutbildning","35-44 år","män",11
"Trelleborg","forskarutbildning","35-44 år","kvinnor",22
"Trelleborg","forskarutbildning","45-54 år","män",18
"Trelleborg","forskarutbildning","45-54 år","kvinnor",11
"Trelleborg","forskarutbildning","55-64 år","män",9
"Trelleborg","forskarutbildning","55-64 år","kvinnor",12
"Trelleborg","forskarutbildning","65-74 år","män",13
"Trelleborg","forskarutbildning","65-74 år","kvinnor",10
"Trelleborg","forskarutbildning","75-84 år","män",12
"Trelleborg","forskarutbildning","75-84 år","kvinnor",4
"Trelleborg","forskarutbildning","85-94 år","män",1
"Trelleborg","forskarutbildning","85-94 år","kvinnor",1
"Trelleborg","forskarutbildning","95+ år","män",0
"Trelleborg","forskarutbildning","95+ år","kvinnor",0
"Trelleborg","uppgift om utbildningsnivå saknas","16-24 år","män",130
"Trelleborg","uppgift om utbildningsnivå saknas","16-24 år","kvinnor",77
"Trelleborg","uppgift om utbildningsnivå saknas","25-34 år","män",136
"Trelleborg","uppgift om utbildningsnivå saknas","25-34 år","kvinnor",88
"Trelleborg","uppgift om utbildningsnivå saknas","35-44 år","män",126
"Trelleborg","uppgift om utbildningsnivå saknas","35-44 år","kvinnor",52
"Trelleborg","uppgift om utbildningsnivå saknas","45-54 år","män",64
"Trelleborg","uppgift om utbildningsnivå saknas","45-54 år","kvinnor",38
"Trelleborg","uppgift om utbildningsnivå saknas","55-64 år","män",36
"Trelleborg","uppgift om utbildningsnivå saknas","55-64 år","kvinnor",21
"Trelleborg","uppgift om utbildningsnivå saknas","65-74 år","män",15
"Trelleborg","uppgift om utbildningsnivå saknas","65-74 år","kvinnor",26
"Trelleborg","uppgift om utbildningsnivå saknas","75-84 år","män",18
"Trelleborg","uppgift om utbildningsnivå saknas","75-84 år","kvinnor",28
"Trelleborg","uppgift om utbildningsnivå saknas","85-94 år","män",8
"Trelleborg","uppgift om utbildningsnivå saknas","85-94 år","kvinnor",10
"Trelleborg","uppgift om utbildningsnivå saknas","95+ år","män",0
"Trelleborg","uppgift om utbildningsnivå saknas","95+ år","kvinnor",2
"Kristianstad","förgymnasial utbildning kortare än 9 år","16-24 år","män",71
"Kristianstad","förgymnasial utbildning kortare än 9 år","16-24 år","kvinnor",34
"Kristianstad","förgymnasial utbildning kortare än 9 år","25-34 år","män",156
"Kristianstad","förgymnasial utbildning kortare än 9 år","25-34 år","kvinnor",158
"Kristianstad","förgymnasial utbildning kortare än 9 år","35-44 år","män",226
"Kristianstad","förgymnasial utbildning kortare än 9 år","35-44 år","kvinnor",201
"Kristianstad","förgymnasial utbildning kortare än 9 år","45-54 år","män",140
"Kristianstad","förgymnasial utbildning kortare än 9 år","45-54 år","kvinnor",231
"Kristianstad","förgymnasial utbildning kortare än 9 år","55-64 år","män",162
"Kristianstad","förgymnasial utbildning kortare än 9 år","55-64 år","kvinnor",204
"Kristianstad","förgymnasial utbildning kortare än 9 år","65-74 år","män",889
"Kristianstad","förgymnasial utbildning kortare än 9 år","65-74 år","kvinnor",596
"Kristianstad","förgymnasial utbildning kortare än 9 år","75-84 år","män",978
"Kristianstad","förgymnasial utbildning kortare än 9 år","75-84 år","kvinnor",840
"Kristianstad","förgymnasial utbildning kortare än 9 år","85-94 år","män",378
"Kristianstad","förgymnasial utbildning kortare än 9 år","85-94 år","kvinnor",597
"Kristianstad","förgymnasial utbildning kortare än 9 år","95+ år","män",20
"Kristianstad","förgymnasial utbildning kortare än 9 år","95+ år","kvinnor",84
"Kristianstad","förgymnasial utbildning, 9 (10) år","16-24 år","män",1908
"Kristianstad","förgymnasial utbildning, 9 (10) år","16-24 år","kvinnor",1620
"Kristianstad","förgymnasial utbildning, 9 (10) år","25-34 år","män",599
"Kristianstad","förgymnasial utbildning, 9 (10) år","25-34 år","kvinnor",404
"Kristianstad","förgymnasial utbildning, 9 (10) år","35-44 år","män",444
"Kristianstad","förgymnasial utbildning, 9 (10) år","35-44 år","kvinnor",325
"Kristianstad","förgymnasial utbildning, 9 (10) år","45-54 år","män",497
"Kristianstad","förgymnasial utbildning, 9 (10) år","45-54 år","kvinnor",295
"Kristianstad","förgymnasial utbildning, 9 (10) år","55-64 år","män",781
"Kristianstad","förgymnasial utbildning, 9 (10) år","55-64 år","kvinnor",443
"Kristianstad","förgymnasial utbildning, 9 (10) år","65-74 år","män",540
"Kristianstad","förgymnasial utbildning, 9 (10) år","65-74 år","kvinnor",411
"Kristianstad","förgymnasial utbildning, 9 (10) år","75-84 år","män",151
"Kristianstad","förgymnasial utbildning, 9 (10) år","75-84 år","kvinnor",216
"Kristianstad","förgymnasial utbildning, 9 (10) år","85-94 år","män",27
"Kristianstad","förgymnasial utbildning, 9 (10) år","85-94 år","kvinnor",58
"Kristianstad","förgymnasial utbildning, 9 (10) år","95+ år","män",1
"Kristianstad","förgymnasial utbildning, 9 (10) år","95+ år","kvinnor",5
"Kristianstad","gymnasial utbildning, högst 2 år","16-24 år","män",171
"Kristianstad","gymnasial utbildning, högst 2 år","16-24 år","kvinnor",116
"Kristianstad","gymnasial utbildning, högst 2 år","25-34 år","män",598
"Kristianstad","gymnasial utbildning, högst 2 år","25-34 år","kvinnor",390
"Kristianstad","gymnasial utbildning, högst 2 år","35-44 år","män",623
"Kristianstad","gymnasial utbildning, högst 2 år","35-44 år","kvinnor",433
"Kristianstad","gymnasial utbildning, högst 2 år","45-54 år","män",2015
"Kristianstad","gymnasial utbildning, högst 2 år","45-54 år","kvinnor",1421
"Kristianstad","gymnasial utbildning, högst 2 år","55-64 år","män",1864
"Kristianstad","gymnasial utbildning, högst 2 år","55-64 år","kvinnor",1832
"Kristianstad","gymnasial utbildning, högst 2 år","65-74 år","män",1179
"Kristianstad","gymnasial utbildning, högst 2 år","65-74 år","kvinnor",1848
"Kristianstad","gymnasial utbildning, högst 2 år","75-84 år","män",697
"Kristianstad","gymnasial utbildning, högst 2 år","75-84 år","kvinnor",1267
"Kristianstad","gymnasial utbildning, högst 2 år","85-94 år","män",179
"Kristianstad","gymnasial utbildning, högst 2 år","85-94 år","kvinnor",487
"Kristianstad","gymnasial utbildning, högst 2 år","95+ år","män",11
"Kristianstad","gymnasial utbildning, högst 2 år","95+ år","kvinnor",62
"Kristianstad","gymnasial utbildning, 3 år","16-24 år","män",1785
"Kristianstad","gymnasial utbildning, 3 år","16-24 år","kvinnor",1582
"Kristianstad","gymnasial utbildning, 3 år","25-34 år","män",2449
"Kristianstad","gymnasial utbildning, 3 år","25-34 år","kvinnor",1763
"Kristianstad","gymnasial utbildning, 3 år","35-44 år","män",1743
"Kristianstad","gymnasial utbildning, 3 år","35-44 år","kvinnor",1181
"Kristianstad","gymnasial utbildning, 3 år","45-54 år","män",875
"Kristianstad","gymnasial utbildning, 3 år","45-54 år","kvinnor",970
"Kristianstad","gymnasial utbildning, 3 år","55-64 år","män",628
"Kristianstad","gymnasial utbildning, 3 år","55-64 år","kvinnor",663
"Kristianstad","gymnasial utbildning, 3 år","65-74 år","män",681
"Kristianstad","gymnasial utbildning, 3 år","65-74 år","kvinnor",472
"Kristianstad","gymnasial utbildning, 3 år","75-84 år","män",404
"Kristianstad","gymnasial utbildning, 3 år","75-84 år","kvinnor",178
"Kristianstad","gymnasial utbildning, 3 år","85-94 år","män",92
"Kristianstad","gymnasial utbildning, 3 år","85-94 år","kvinnor",37
"Kristianstad","gymnasial utbildning, 3 år","95+ år","män",3
"Kristianstad","gymnasial utbildning, 3 år","95+ år","kvinnor",8
"Kristianstad","eftergymnasial utbildning, mindre än 3 år","16-24 år","män",310
"Kristianstad","eftergymnasial utbildning, mindre än 3 år","16-24 år","kvinnor",528
"Kristianstad","eftergymnasial utbildning, mindre än 3 år","25-34 år","män",906
"Kristianstad","eftergymnasial utbildning, mindre än 3 år","25-34 år","kvinnor",969
"Kristianstad","eftergymnasial utbildning, mindre än 3 år","35-44 år","män",719
"Kristianstad","eftergymnasial utbildning, mindre än 3 år","35-44 år","kvinnor",677
"Kristianstad","eftergymnasial utbildning, mindre än 3 år","45-54 år","män",939
"Kristianstad","eftergymnasial utbildning, mindre än 3 år","45-54 år","kvinnor",835
"Kristianstad","eftergymnasial utbildning, mindre än 3 år","55-64 år","män",752
"Kristianstad","eftergymnasial utbildning, mindre än 3 år","55-64 år","kvinnor",886
"Kristianstad","eftergymnasial utbildning, mindre än 3 år","65-74 år","män",605
"Kristianstad","eftergymnasial utbildning, mindre än 3 år","65-74 år","kvinnor",681
"Kristianstad","eftergymnasial utbildning, mindre än 3 år","75-84 år","män",310
"Kristianstad","eftergymnasial utbildning, mindre än 3 år","75-84 år","kvinnor",328
"Kristianstad","eftergymnasial utbildning, mindre än 3 år","85-94 år","män",82
"Kristianstad","eftergymnasial utbildning, mindre än 3 år","85-94 år","kvinnor",73
"Kristianstad","eftergymnasial utbildning, mindre än 3 år","95+ år","män",4
"Kristianstad","eftergymnasial utbildning, mindre än 3 år","95+ år","kvinnor",9
"Kristianstad","eftergymnasial utbildning, 3 år eller mer","16-24 år","män",60
"Kristianstad","eftergymnasial utbildning, 3 år eller mer","16-24 år","kvinnor",153
"Kristianstad","eftergymnasial utbildning, 3 år eller mer","25-34 år","män",853
"Kristianstad","eftergymnasial utbildning, 3 år eller mer","25-34 år","kvinnor",1656
"Kristianstad","eftergymnasial utbildning, 3 år eller mer","35-44 år","män",1027
"Kristianstad","eftergymnasial utbildning, 3 år eller mer","35-44 år","kvinnor",1910
"Kristianstad","eftergymnasial utbildning, 3 år eller mer","45-54 år","män",950
"Kristianstad","eftergymnasial utbildning, 3 år eller mer","45-54 år","kvinnor",1605
"Kristianstad","eftergymnasial utbildning, 3 år eller mer","55-64 år","män",713
"Kristianstad","eftergymnasial utbildning, 3 år eller mer","55-64 år","kvinnor",1058
"Kristianstad","eftergymnasial utbildning, 3 år eller mer","65-74 år","män",771
"Kristianstad","eftergymnasial utbildning, 3 år eller mer","65-74 år","kvinnor",869
"Kristianstad","eftergymnasial utbildning, 3 år eller mer","75-84 år","män",419
"Kristianstad","eftergymnasial utbildning, 3 år eller mer","75-84 år","kvinnor",437
"Kristianstad","eftergymnasial utbildning, 3 år eller mer","85-94 år","män",91
"Kristianstad","eftergymnasial utbildning, 3 år eller mer","85-94 år","kvinnor",138
"Kristianstad","eftergymnasial utbildning, 3 år eller mer","95+ år","män",8
"Kristianstad","eftergymnasial utbildning, 3 år eller mer","95+ år","kvinnor",6
"Kristianstad","forskarutbildning","16-24 år","män",0
"Kristianstad","forskarutbildning","16-24 år","kvinnor",0
"Kristianstad","forskarutbildning","25-34 år","män",4
"Kristianstad","forskarutbildning","25-34 år","kvinnor",6
"Kristianstad","forskarutbildning","35-44 år","män",24
"Kristianstad","forskarutbildning","35-44 år","kvinnor",25
"Kristianstad","forskarutbildning","45-54 år","män",49
"Kristianstad","forskarutbildning","45-54 år","kvinnor",39
"Kristianstad","forskarutbildning","55-64 år","män",46
"Kristianstad","forskarutbildning","55-64 år","kvinnor",30
"Kristianstad","forskarutbildning","65-74 år","män",48
"Kristianstad","forskarutbildning","65-74 år","kvinnor",24
"Kristianstad","forskarutbildning","75-84 år","män",32
"Kristianstad","forskarutbildning","75-84 år","kvinnor",10
"Kristianstad","forskarutbildning","85-94 år","män",14
"Kristianstad","forskarutbildning","85-94 år","kvinnor",0
"Kristianstad","forskarutbildning","95+ år","män",0
"Kristianstad","forskarutbildning","95+ år","kvinnor",0
"Kristianstad","uppgift om utbildningsnivå saknas","16-24 år","män",350
"Kristianstad","uppgift om utbildningsnivå saknas","16-24 år","kvinnor",198
"Kristianstad","uppgift om utbildningsnivå saknas","25-34 år","män",180
"Kristianstad","uppgift om utbildningsnivå saknas","25-34 år","kvinnor",122
"Kristianstad","uppgift om utbildningsnivå saknas","35-44 år","män",142
"Kristianstad","uppgift om utbildningsnivå saknas","35-44 år","kvinnor",80
"Kristianstad","uppgift om utbildningsnivå saknas","45-54 år","män",68
"Kristianstad","uppgift om utbildningsnivå saknas","45-54 år","kvinnor",47
"Kristianstad","uppgift om utbildningsnivå saknas","55-64 år","män",46
"Kristianstad","uppgift om utbildningsnivå saknas","55-64 år","kvinnor",44
"Kristianstad","uppgift om utbildningsnivå saknas","65-74 år","män",53
"Kristianstad","uppgift om utbildningsnivå saknas","65-74 år","kvinnor",55
"Kristianstad","uppgift om utbildningsnivå saknas","75-84 år","män",40
"Kristianstad","uppgift om utbildningsnivå saknas","75-84 år","kvinnor",53
"Kristianstad","uppgift om utbildningsnivå saknas","85-94 år","män",12
"Kristianstad","uppgift om utbildningsnivå saknas","85-94 år","kvinnor",20
"Kristianstad","uppgift om utbildningsnivå saknas","95+ år","män",2
"Kristianstad","uppgift om utbildningsnivå saknas","95+ år","kvinnor",4
"Simrishamn","förgymnasial utbildning kortare än 9 år","16-24 år","män",19
"Simrishamn","förgymnasial utbildning kortare än 9 år","16-24 år","kvinnor",5
"Simrishamn","förgymnasial utbildning kortare än 9 år","25-34 år","män",23
"Simrishamn","förgymnasial utbildning kortare än 9 år","25-34 år","kvinnor",13
"Simrishamn","förgymnasial utbildning kortare än 9 år","35-44 år","män",24
"Simrishamn","förgymnasial utbildning kortare än 9 år","35-44 år","kvinnor",34
"Simrishamn","förgymnasial utbildning kortare än 9 år","45-54 år","män",20
"Simrishamn","förgymnasial utbildning kortare än 9 år","45-54 år","kvinnor",22
"Simrishamn","förgymnasial utbildning kortare än 9 år","55-64 år","män",22
"Simrishamn","förgymnasial utbildning kortare än 9 år","55-64 år","kvinnor",21
"Simrishamn","förgymnasial utbildning kortare än 9 år","65-74 år","män",345
"Simrishamn","förgymnasial utbildning kortare än 9 år","65-74 år","kvinnor",187
"Simrishamn","förgymnasial utbildning kortare än 9 år","75-84 år","män",331
"Simrishamn","förgymnasial utbildning kortare än 9 år","75-84 år","kvinnor",291
"Simrishamn","förgymnasial utbildning kortare än 9 år","85-94 år","män",124
"Simrishamn","förgymnasial utbildning kortare än 9 år","85-94 år","kvinnor",204
"Simrishamn","förgymnasial utbildning kortare än 9 år","95+ år","män",9
"Simrishamn","förgymnasial utbildning kortare än 9 år","95+ år","kvinnor",23
"Simrishamn","förgymnasial utbildning, 9 (10) år","16-24 år","män",345
"Simrishamn","förgymnasial utbildning, 9 (10) år","16-24 år","kvinnor",327
"Simrishamn","förgymnasial utbildning, 9 (10) år","25-34 år","män",126
"Simrishamn","förgymnasial utbildning, 9 (10) år","25-34 år","kvinnor",76
"Simrishamn","förgymnasial utbildning, 9 (10) år","35-44 år","män",80
"Simrishamn","förgymnasial utbildning, 9 (10) år","35-44 år","kvinnor",62
"Simrishamn","förgymnasial utbildning, 9 (10) år","45-54 år","män",151
"Simrishamn","förgymnasial utbildning, 9 (10) år","45-54 år","kvinnor",87
"Simrishamn","förgymnasial utbildning, 9 (10) år","55-64 år","män",295
"Simrishamn","förgymnasial utbildning, 9 (10) år","55-64 år","kvinnor",147
"Simrishamn","förgymnasial utbildning, 9 (10) år","65-74 år","män",127
"Simrishamn","förgymnasial utbildning, 9 (10) år","65-74 år","kvinnor",142
"Simrishamn","förgymnasial utbildning, 9 (10) år","75-84 år","män",37
"Simrishamn","förgymnasial utbildning, 9 (10) år","75-84 år","kvinnor",93
"Simrishamn","förgymnasial utbildning, 9 (10) år","85-94 år","män",8
"Simrishamn","förgymnasial utbildning, 9 (10) år","85-94 år","kvinnor",35
"Simrishamn","förgymnasial utbildning, 9 (10) år","95+ år","män",0
"Simrishamn","förgymnasial utbildning, 9 (10) år","95+ år","kvinnor",4
"Simrishamn","gymnasial utbildning, högst 2 år","16-24 år","män",28
"Simrishamn","gymnasial utbildning, högst 2 år","16-24 år","kvinnor",14
"Simrishamn","gymnasial utbildning, högst 2 år","25-34 år","män",86
"Simrishamn","gymnasial utbildning, högst 2 år","25-34 år","kvinnor",76
"Simrishamn","gymnasial utbildning, högst 2 år","35-44 år","män",103
"Simrishamn","gymnasial utbildning, högst 2 år","35-44 år","kvinnor",49
"Simrishamn","gymnasial utbildning, högst 2 år","45-54 år","män",458
"Simrishamn","gymnasial utbildning, högst 2 år","45-54 år","kvinnor",302
"Simrishamn","gymnasial utbildning, högst 2 år","55-64 år","män",488
"Simrishamn","gymnasial utbildning, högst 2 år","55-64 år","kvinnor",490
"Simrishamn","gymnasial utbildning, högst 2 år","65-74 år","män",385
"Simrishamn","gymnasial utbildning, högst 2 år","65-74 år","kvinnor",548
"Simrishamn","gymnasial utbildning, högst 2 år","75-84 år","män",222
"Simrishamn","gymnasial utbildning, högst 2 år","75-84 år","kvinnor",359
"Simrishamn","gymnasial utbildning, högst 2 år","85-94 år","män",58
"Simrishamn","gymnasial utbildning, högst 2 år","85-94 år","kvinnor",131
"Simrishamn","gymnasial utbildning, högst 2 år","95+ år","män",4
"Simrishamn","gymnasial utbildning, högst 2 år","95+ år","kvinnor",10
"Simrishamn","gymnasial utbildning, 3 år","16-24 år","män",332
"Simrishamn","gymnasial utbildning, 3 år","16-24 år","kvinnor",303
"Simrishamn","gymnasial utbildning, 3 år","25-34 år","män",466
"Simrishamn","gymnasial utbildning, 3 år","25-34 år","kvinnor",313
"Simrishamn","gymnasial utbildning, 3 år","35-44 år","män",317
"Simrishamn","gymnasial utbildning, 3 år","35-44 år","kvinnor",254
"Simrishamn","gymnasial utbildning, 3 år","45-54 år","män",129
"Simrishamn","gymnasial utbildning, 3 år","45-54 år","kvinnor",219
"Simrishamn","gymnasial utbildning, 3 år","55-64 år","män",152
"Simrishamn","gymnasial utbildning, 3 år","55-64 år","kvinnor",199
"Simrishamn","gymnasial utbildning, 3 år","65-74 år","män",252
"Simrishamn","gymnasial utbildning, 3 år","65-74 år","kvinnor",160
"Simrishamn","gymnasial utbildning, 3 år","75-84 år","män",129
"Simrishamn","gymnasial utbildning, 3 år","75-84 år","kvinnor",60
"Simrishamn","gymnasial utbildning, 3 år","85-94 år","män",41
"Simrishamn","gymnasial utbildning, 3 år","85-94 år","kvinnor",15
"Simrishamn","gymnasial utbildning, 3 år","95+ år","män",1
"Simrishamn","gymnasial utbildning, 3 år","95+ år","kvinnor",3
"Simrishamn","eftergymnasial utbildning, mindre än 3 år","16-24 år","män",25
"Simrishamn","eftergymnasial utbildning, mindre än 3 år","16-24 år","kvinnor",45
"Simrishamn","eftergymnasial utbildning, mindre än 3 år","25-34 år","män",116
"Simrishamn","eftergymnasial utbildning, mindre än 3 år","25-34 år","kvinnor",107
"Simrishamn","eftergymnasial utbildning, mindre än 3 år","35-44 år","män",100
"Simrishamn","eftergymnasial utbildning, mindre än 3 år","35-44 år","kvinnor",95
"Simrishamn","eftergymnasial utbildning, mindre än 3 år","45-54 år","män",147
"Simrishamn","eftergymnasial utbildning, mindre än 3 år","45-54 år","kvinnor",156
"Simrishamn","eftergymnasial utbildning, mindre än 3 år","55-64 år","män",175
"Simrishamn","eftergymnasial utbildning, mindre än 3 år","55-64 år","kvinnor",247
"Simrishamn","eftergymnasial utbildning, mindre än 3 år","65-74 år","män",227
"Simrishamn","eftergymnasial utbildning, mindre än 3 år","65-74 år","kvinnor",279
"Simrishamn","eftergymnasial utbildning, mindre än 3 år","75-84 år","män",113
"Simrishamn","eftergymnasial utbildning, mindre än 3 år","75-84 år","kvinnor",131
"Simrishamn","eftergymnasial utbildning, mindre än 3 år","85-94 år","män",21
"Simrishamn","eftergymnasial utbildning, mindre än 3 år","85-94 år","kvinnor",29
"Simrishamn","eftergymnasial utbildning, mindre än 3 år","95+ år","män",1
"Simrishamn","eftergymnasial utbildning, mindre än 3 år","95+ år","kvinnor",4
"Simrishamn","eftergymnasial utbildning, 3 år eller mer","16-24 år","män",5
"Simrishamn","eftergymnasial utbildning, 3 år eller mer","16-24 år","kvinnor",6
"Simrishamn","eftergymnasial utbildning, 3 år eller mer","25-34 år","män",80
"Simrishamn","eftergymnasial utbildning, 3 år eller mer","25-34 år","kvinnor",185
"Simrishamn","eftergymnasial utbildning, 3 år eller mer","35-44 år","män",164
"Simrishamn","eftergymnasial utbildning, 3 år eller mer","35-44 år","kvinnor",272
"Simrishamn","eftergymnasial utbildning, 3 år eller mer","45-54 år","män",132
"Simrishamn","eftergymnasial utbildning, 3 år eller mer","45-54 år","kvinnor",319
"Simrishamn","eftergymnasial utbildning, 3 år eller mer","55-64 år","män",189
"Simrishamn","eftergymnasial utbildning, 3 år eller mer","55-64 år","kvinnor",370
"Simrishamn","eftergymnasial utbildning, 3 år eller mer","65-74 år","män",354
"Simrishamn","eftergymnasial utbildning, 3 år eller mer","65-74 år","kvinnor",436
"Simrishamn","eftergymnasial utbildning, 3 år eller mer","75-84 år","män",156
"Simrishamn","eftergymnasial utbildning, 3 år eller mer","75-84 år","kvinnor",193
"Simrishamn","eftergymnasial utbildning, 3 år eller mer","85-94 år","män",32
"Simrishamn","eftergymnasial utbildning, 3 år eller mer","85-94 år","kvinnor",41
"Simrishamn","eftergymnasial utbildning, 3 år eller mer","95+ år","män",0
"Simrishamn","eftergymnasial utbildning, 3 år eller mer","95+ år","kvinnor",5
"Simrishamn","forskarutbildning","16-24 år","män",0
"Simrishamn","forskarutbildning","16-24 år","kvinnor",0
"Simrishamn","forskarutbildning","25-34 år","män",0
"Simrishamn","forskarutbildning","25-34 år","kvinnor",1
"Simrishamn","forskarutbildning","35-44 år","män",4
"Simrishamn","forskarutbildning","35-44 år","kvinnor",2
"Simrishamn","forskarutbildning","45-54 år","män",6
"Simrishamn","forskarutbildning","45-54 år","kvinnor",8
"Simrishamn","forskarutbildning","55-64 år","män",19
"Simrishamn","forskarutbildning","55-64 år","kvinnor",6
"Simrishamn","forskarutbildning","65-74 år","män",38
"Simrishamn","forskarutbildning","65-74 år","kvinnor",16
"Simrishamn","forskarutbildning","75-84 år","män",27
"Simrishamn","forskarutbildning","75-84 år","kvinnor",11
"Simrishamn","forskarutbildning","85-94 år","män",10
"Simrishamn","forskarutbildning","85-94 år","kvinnor",3
"Simrishamn","forskarutbildning","95+ år","män",0
"Simrishamn","forskarutbildning","95+ år","kvinnor",0
"Simrishamn","uppgift om utbildningsnivå saknas","16-24 år","män",69
"Simrishamn","uppgift om utbildningsnivå saknas","16-24 år","kvinnor",55
"Simrishamn","uppgift om utbildningsnivå saknas","25-34 år","män",36
"Simrishamn","uppgift om utbildningsnivå saknas","25-34 år","kvinnor",21
"Simrishamn","uppgift om utbildningsnivå saknas","35-44 år","män",27
"Simrishamn","uppgift om utbildningsnivå saknas","35-44 år","kvinnor",20
"Simrishamn","uppgift om utbildningsnivå saknas","45-54 år","män",16
"Simrishamn","uppgift om utbildningsnivå saknas","45-54 år","kvinnor",16
"Simrishamn","uppgift om utbildningsnivå saknas","55-64 år","män",18
"Simrishamn","uppgift om utbildningsnivå saknas","55-64 år","kvinnor",10
"Simrishamn","uppgift om utbildningsnivå saknas","65-74 år","män",17
"Simrishamn","uppgift om utbildningsnivå saknas","65-74 år","kvinnor",15
"Simrishamn","uppgift om utbildningsnivå saknas","75-84 år","män",24
"Simrishamn","uppgift om utbildningsnivå saknas","75-84 år","kvinnor",22
"Simrishamn","uppgift om utbildningsnivå saknas","85-94 år","män",5
"Simrishamn","uppgift om utbildningsnivå saknas","85-94 år","kvinnor",6
"Simrishamn","uppgift om utbildningsnivå saknas","95+ år","män",0
"Simrishamn","uppgift om utbildningsnivå saknas","95+ år","kvinnor",0
"Ängelholm","förgymnasial utbildning kortare än 9 år","16-24 år","män",12
"Ängelholm","förgymnasial utbildning kortare än 9 år","16-24 år","kvinnor",7
"Ängelholm","förgymnasial utbildning kortare än 9 år","25-34 år","män",30
"Ängelholm","förgymnasial utbildning kortare än 9 år","25-34 år","kvinnor",44
"Ängelholm","förgymnasial utbildning kortare än 9 år","35-44 år","män",49
"Ängelholm","förgymnasial utbildning kortare än 9 år","35-44 år","kvinnor",71
"Ängelholm","förgymnasial utbildning kortare än 9 år","45-54 år","män",40
"Ängelholm","förgymnasial utbildning kortare än 9 år","45-54 år","kvinnor",58
"Ängelholm","förgymnasial utbildning kortare än 9 år","55-64 år","män",45
"Ängelholm","förgymnasial utbildning kortare än 9 år","55-64 år","kvinnor",79
"Ängelholm","förgymnasial utbildning kortare än 9 år","65-74 år","män",444
"Ängelholm","förgymnasial utbildning kortare än 9 år","65-74 år","kvinnor",257
"Ängelholm","förgymnasial utbildning kortare än 9 år","75-84 år","män",495
"Ängelholm","förgymnasial utbildning kortare än 9 år","75-84 år","kvinnor",462
"Ängelholm","förgymnasial utbildning kortare än 9 år","85-94 år","män",163
"Ängelholm","förgymnasial utbildning kortare än 9 år","85-94 år","kvinnor",346
"Ängelholm","förgymnasial utbildning kortare än 9 år","95+ år","män",19
"Ängelholm","förgymnasial utbildning kortare än 9 år","95+ år","kvinnor",56
"Ängelholm","förgymnasial utbildning, 9 (10) år","16-24 år","män",856
"Ängelholm","förgymnasial utbildning, 9 (10) år","16-24 år","kvinnor",755
"Ängelholm","förgymnasial utbildning, 9 (10) år","25-34 år","män",235
"Ängelholm","förgymnasial utbildning, 9 (10) år","25-34 år","kvinnor",140
"Ängelholm","förgymnasial utbildning, 9 (10) år","35-44 år","män",192
"Ängelholm","förgymnasial utbildning, 9 (10) år","35-44 år","kvinnor",116
"Ängelholm","förgymnasial utbildning, 9 (10) år","45-54 år","män",255
"Ängelholm","förgymnasial utbildning, 9 (10) år","45-54 år","kvinnor",138
"Ängelholm","förgymnasial utbildning, 9 (10) år","55-64 år","män",375
"Ängelholm","förgymnasial utbildning, 9 (10) år","55-64 år","kvinnor",225
"Ängelholm","förgymnasial utbildning, 9 (10) år","65-74 år","män",268
"Ängelholm","förgymnasial utbildning, 9 (10) år","65-74 år","kvinnor",245
"Ängelholm","förgymnasial utbildning, 9 (10) år","75-84 år","män",85
"Ängelholm","förgymnasial utbildning, 9 (10) år","75-84 år","kvinnor",153
"Ängelholm","förgymnasial utbildning, 9 (10) år","85-94 år","män",17
"Ängelholm","förgymnasial utbildning, 9 (10) år","85-94 år","kvinnor",66
"Ängelholm","förgymnasial utbildning, 9 (10) år","95+ år","män",2
"Ängelholm","förgymnasial utbildning, 9 (10) år","95+ år","kvinnor",10
"Ängelholm","gymnasial utbildning, högst 2 år","16-24 år","män",50
"Ängelholm","gymnasial utbildning, högst 2 år","16-24 år","kvinnor",39
"Ängelholm","gymnasial utbildning, högst 2 år","25-34 år","män",189
"Ängelholm","gymnasial utbildning, högst 2 år","25-34 år","kvinnor",140
"Ängelholm","gymnasial utbildning, högst 2 år","35-44 år","män",260
"Ängelholm","gymnasial utbildning, högst 2 år","35-44 år","kvinnor",182
"Ängelholm","gymnasial utbildning, högst 2 år","45-54 år","män",1053
"Ängelholm","gymnasial utbildning, högst 2 år","45-54 år","kvinnor",668
"Ängelholm","gymnasial utbildning, högst 2 år","55-64 år","män",912
"Ängelholm","gymnasial utbildning, högst 2 år","55-64 år","kvinnor",896
"Ängelholm","gymnasial utbildning, högst 2 år","65-74 år","män",641
"Ängelholm","gymnasial utbildning, högst 2 år","65-74 år","kvinnor",1007
"Ängelholm","gymnasial utbildning, högst 2 år","75-84 år","män",303
"Ängelholm","gymnasial utbildning, högst 2 år","75-84 år","kvinnor",645
"Ängelholm","gymnasial utbildning, högst 2 år","85-94 år","män",87
"Ängelholm","gymnasial utbildning, högst 2 år","85-94 år","kvinnor",264
"Ängelholm","gymnasial utbildning, högst 2 år","95+ år","män",6
"Ängelholm","gymnasial utbildning, högst 2 år","95+ år","kvinnor",29
"Ängelholm","gymnasial utbildning, 3 år","16-24 år","män",824
"Ängelholm","gymnasial utbildning, 3 år","16-24 år","kvinnor",704
"Ängelholm","gymnasial utbildning, 3 år","25-34 år","män",1280
