"region","hushållstyp","boendeform","X2019"
"Göteborg","sammanboende med barn 0-24 år, 3+  barn","specialbostad",15
"Göteborg","sammanboende med barn 0-24 år, 3+  barn","övrigt boende",52
"Göteborg","sammanboende med barn 0-24 år, 3+  barn","uppgift saknas",127
"Göteborg","övriga hushåll utan barn 0-24 år","småhus, äganderätt",4065
"Göteborg","övriga hushåll utan barn 0-24 år","småhus, bostadsrätt",170
"Göteborg","övriga hushåll utan barn 0-24 år","småhus, hyresrätt",149
"Göteborg","övriga hushåll utan barn 0-24 år","flerbostadshus, bostadsrätt",4854
"Göteborg","övriga hushåll utan barn 0-24 år","flerbostadshus, hyresrätt",12209
"Göteborg","övriga hushåll utan barn 0-24 år","specialbostad",1136
"Göteborg","övriga hushåll utan barn 0-24 år","övrigt boende",305
"Göteborg","övriga hushåll utan barn 0-24 år","uppgift saknas",77
"Göteborg","övriga hushåll med barn 0-24 år","småhus, äganderätt",2858
"Göteborg","övriga hushåll med barn 0-24 år","småhus, bostadsrätt",169
"Göteborg","övriga hushåll med barn 0-24 år","småhus, hyresrätt",99
"Göteborg","övriga hushåll med barn 0-24 år","flerbostadshus, bostadsrätt",1478
"Göteborg","övriga hushåll med barn 0-24 år","flerbostadshus, hyresrätt",5738
"Göteborg","övriga hushåll med barn 0-24 år","specialbostad",54
"Göteborg","övriga hushåll med barn 0-24 år","övrigt boende",87
"Göteborg","övriga hushåll med barn 0-24 år","uppgift saknas",0
"Mölndal","ensamstående kvinnor -64 år utan barn","småhus, äganderätt",214
"Mölndal","ensamstående kvinnor -64 år utan barn","småhus, bostadsrätt",72
"Mölndal","ensamstående kvinnor -64 år utan barn","småhus, hyresrätt",78
"Mölndal","ensamstående kvinnor -64 år utan barn","flerbostadshus, bostadsrätt",1021
"Mölndal","ensamstående kvinnor -64 år utan barn","flerbostadshus, hyresrätt",1271
"Mölndal","ensamstående kvinnor -64 år utan barn","specialbostad",71
"Mölndal","ensamstående kvinnor -64 år utan barn","övrigt boende",19
"Mölndal","ensamstående kvinnor -64 år utan barn","uppgift saknas",109
"Mölndal","ensamstående kvinnor 65- år utan barn","småhus, äganderätt",553
"Mölndal","ensamstående kvinnor 65- år utan barn","småhus, bostadsrätt",64
"Mölndal","ensamstående kvinnor 65- år utan barn","småhus, hyresrätt",61
"Mölndal","ensamstående kvinnor 65- år utan barn","flerbostadshus, bostadsrätt",924
"Mölndal","ensamstående kvinnor 65- år utan barn","flerbostadshus, hyresrätt",686
"Mölndal","ensamstående kvinnor 65- år utan barn","specialbostad",277
"Mölndal","ensamstående kvinnor 65- år utan barn","övrigt boende",13
"Mölndal","ensamstående kvinnor 65- år utan barn","uppgift saknas",70
"Mölndal","ensamstående män -64 år utan barn","småhus, äganderätt",385
"Mölndal","ensamstående män -64 år utan barn","småhus, bostadsrätt",59
"Mölndal","ensamstående män -64 år utan barn","småhus, hyresrätt",83
"Mölndal","ensamstående män -64 år utan barn","flerbostadshus, bostadsrätt",1545
"Mölndal","ensamstående män -64 år utan barn","flerbostadshus, hyresrätt",1672
"Mölndal","ensamstående män -64 år utan barn","specialbostad",125
"Mölndal","ensamstående män -64 år utan barn","övrigt boende",23
"Mölndal","ensamstående män -64 år utan barn","uppgift saknas",230
"Mölndal","ensamstående män 65- år utan barn","småhus, äganderätt",352
"Mölndal","ensamstående män 65- år utan barn","småhus, bostadsrätt",26
"Mölndal","ensamstående män 65- år utan barn","småhus, hyresrätt",26
"Mölndal","ensamstående män 65- år utan barn","flerbostadshus, bostadsrätt",295
"Mölndal","ensamstående män 65- år utan barn","flerbostadshus, hyresrätt",306
"Mölndal","ensamstående män 65- år utan barn","specialbostad",103
"Mölndal","ensamstående män 65- år utan barn","övrigt boende",7
"Mölndal","ensamstående män 65- år utan barn","uppgift saknas",48
"Mölndal","ensamstående kvinnor med barn 0-24 år","småhus, äganderätt",281
"Mölndal","ensamstående kvinnor med barn 0-24 år","småhus, bostadsrätt",57
"Mölndal","ensamstående kvinnor med barn 0-24 år","småhus, hyresrätt",83
"Mölndal","ensamstående kvinnor med barn 0-24 år","flerbostadshus, bostadsrätt",342
"Mölndal","ensamstående kvinnor med barn 0-24 år","flerbostadshus, hyresrätt",517
"Mölndal","ensamstående kvinnor med barn 0-24 år","specialbostad",0
"Mölndal","ensamstående kvinnor med barn 0-24 år","övrigt boende",9
"Mölndal","ensamstående kvinnor med barn 0-24 år","uppgift saknas",36
"Mölndal","ensamstående män med barn 0-24 år","småhus, äganderätt",188
"Mölndal","ensamstående män med barn 0-24 år","småhus, bostadsrätt",22
"Mölndal","ensamstående män med barn 0-24 år","småhus, hyresrätt",20
"Mölndal","ensamstående män med barn 0-24 år","flerbostadshus, bostadsrätt",106
"Mölndal","ensamstående män med barn 0-24 år","flerbostadshus, hyresrätt",93
"Mölndal","ensamstående män med barn 0-24 år","specialbostad",0
"Mölndal","ensamstående män med barn 0-24 år","övrigt boende",0
"Mölndal","ensamstående män med barn 0-24 år","uppgift saknas",0
"Mölndal","sammanboende utan barn","småhus, äganderätt",3138
"Mölndal","sammanboende utan barn","småhus, bostadsrätt",192
"Mölndal","sammanboende utan barn","småhus, hyresrätt",97
"Mölndal","sammanboende utan barn","flerbostadshus, bostadsrätt",1821
"Mölndal","sammanboende utan barn","flerbostadshus, hyresrätt",1384
"Mölndal","sammanboende utan barn","specialbostad",58
"Mölndal","sammanboende utan barn","övrigt boende",31
"Mölndal","sammanboende utan barn","uppgift saknas",33
"Mölndal","sammanboende med barn 0-24 år, 1 barn","småhus, äganderätt",1301
"Mölndal","sammanboende med barn 0-24 år, 1 barn","småhus, bostadsrätt",142
"Mölndal","sammanboende med barn 0-24 år, 1 barn","småhus, hyresrätt",65
"Mölndal","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, bostadsrätt",534
"Mölndal","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, hyresrätt",431
"Mölndal","sammanboende med barn 0-24 år, 1 barn","specialbostad",0
"Mölndal","sammanboende med barn 0-24 år, 1 barn","övrigt boende",13
"Mölndal","sammanboende med barn 0-24 år, 1 barn","uppgift saknas",31
"Mölndal","sammanboende med barn 0-24 år, 2 barn","småhus, äganderätt",2868
"Mölndal","sammanboende med barn 0-24 år, 2 barn","småhus, bostadsrätt",278
"Mölndal","sammanboende med barn 0-24 år, 2 barn","småhus, hyresrätt",75
"Mölndal","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, bostadsrätt",387
"Mölndal","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, hyresrätt",413
"Mölndal","sammanboende med barn 0-24 år, 2 barn","specialbostad",0
"Mölndal","sammanboende med barn 0-24 år, 2 barn","övrigt boende",25
"Mölndal","sammanboende med barn 0-24 år, 2 barn","uppgift saknas",32
"Mölndal","sammanboende med barn 0-24 år, 3+  barn","småhus, äganderätt",826
"Mölndal","sammanboende med barn 0-24 år, 3+  barn","småhus, bostadsrätt",72
"Mölndal","sammanboende med barn 0-24 år, 3+  barn","småhus, hyresrätt",44
"Mölndal","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, bostadsrätt",76
"Mölndal","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, hyresrätt",128
"Mölndal","sammanboende med barn 0-24 år, 3+  barn","specialbostad",0
"Mölndal","sammanboende med barn 0-24 år, 3+  barn","övrigt boende",9
"Mölndal","sammanboende med barn 0-24 år, 3+  barn","uppgift saknas",36
"Mölndal","övriga hushåll utan barn 0-24 år","småhus, äganderätt",854
"Mölndal","övriga hushåll utan barn 0-24 år","småhus, bostadsrätt",32
"Mölndal","övriga hushåll utan barn 0-24 år","småhus, hyresrätt",58
"Mölndal","övriga hushåll utan barn 0-24 år","flerbostadshus, bostadsrätt",406
"Mölndal","övriga hushåll utan barn 0-24 år","flerbostadshus, hyresrätt",587
"Mölndal","övriga hushåll utan barn 0-24 år","specialbostad",34
"Mölndal","övriga hushåll utan barn 0-24 år","övrigt boende",17
"Mölndal","övriga hushåll utan barn 0-24 år","uppgift saknas",6
"Mölndal","övriga hushåll med barn 0-24 år","småhus, äganderätt",488
"Mölndal","övriga hushåll med barn 0-24 år","småhus, bostadsrätt",21
"Mölndal","övriga hushåll med barn 0-24 år","småhus, hyresrätt",42
"Mölndal","övriga hushåll med barn 0-24 år","flerbostadshus, bostadsrätt",136
"Mölndal","övriga hushåll med barn 0-24 år","flerbostadshus, hyresrätt",215
"Mölndal","övriga hushåll med barn 0-24 år","specialbostad",0
"Mölndal","övriga hushåll med barn 0-24 år","övrigt boende",6
"Mölndal","övriga hushåll med barn 0-24 år","uppgift saknas",0
"Kungälv","ensamstående kvinnor -64 år utan barn","småhus, äganderätt",248
"Kungälv","ensamstående kvinnor -64 år utan barn","småhus, bostadsrätt",46
"Kungälv","ensamstående kvinnor -64 år utan barn","småhus, hyresrätt",35
"Kungälv","ensamstående kvinnor -64 år utan barn","flerbostadshus, bostadsrätt",353
"Kungälv","ensamstående kvinnor -64 år utan barn","flerbostadshus, hyresrätt",565
"Kungälv","ensamstående kvinnor -64 år utan barn","specialbostad",39
"Kungälv","ensamstående kvinnor -64 år utan barn","övrigt boende",15
"Kungälv","ensamstående kvinnor -64 år utan barn","uppgift saknas",215
"Kungälv","ensamstående kvinnor 65- år utan barn","småhus, äganderätt",533
"Kungälv","ensamstående kvinnor 65- år utan barn","småhus, bostadsrätt",131
"Kungälv","ensamstående kvinnor 65- år utan barn","småhus, hyresrätt",37
"Kungälv","ensamstående kvinnor 65- år utan barn","flerbostadshus, bostadsrätt",562
"Kungälv","ensamstående kvinnor 65- år utan barn","flerbostadshus, hyresrätt",556
"Kungälv","ensamstående kvinnor 65- år utan barn","specialbostad",139
"Kungälv","ensamstående kvinnor 65- år utan barn","övrigt boende",21
"Kungälv","ensamstående kvinnor 65- år utan barn","uppgift saknas",86
"Kungälv","ensamstående män -64 år utan barn","småhus, äganderätt",566
"Kungälv","ensamstående män -64 år utan barn","småhus, bostadsrätt",47
"Kungälv","ensamstående män -64 år utan barn","småhus, hyresrätt",49
"Kungälv","ensamstående män -64 år utan barn","flerbostadshus, bostadsrätt",457
"Kungälv","ensamstående män -64 år utan barn","flerbostadshus, hyresrätt",776
"Kungälv","ensamstående män -64 år utan barn","specialbostad",48
"Kungälv","ensamstående män -64 år utan barn","övrigt boende",25
"Kungälv","ensamstående män -64 år utan barn","uppgift saknas",336
"Kungälv","ensamstående män 65- år utan barn","småhus, äganderätt",421
"Kungälv","ensamstående män 65- år utan barn","småhus, bostadsrätt",36
"Kungälv","ensamstående män 65- år utan barn","småhus, hyresrätt",10
"Kungälv","ensamstående män 65- år utan barn","flerbostadshus, bostadsrätt",171
"Kungälv","ensamstående män 65- år utan barn","flerbostadshus, hyresrätt",188
"Kungälv","ensamstående män 65- år utan barn","specialbostad",51
"Kungälv","ensamstående män 65- år utan barn","övrigt boende",0
"Kungälv","ensamstående män 65- år utan barn","uppgift saknas",38
"Kungälv","ensamstående kvinnor med barn 0-24 år","småhus, äganderätt",204
"Kungälv","ensamstående kvinnor med barn 0-24 år","småhus, bostadsrätt",50
"Kungälv","ensamstående kvinnor med barn 0-24 år","småhus, hyresrätt",35
"Kungälv","ensamstående kvinnor med barn 0-24 år","flerbostadshus, bostadsrätt",140
"Kungälv","ensamstående kvinnor med barn 0-24 år","flerbostadshus, hyresrätt",269
"Kungälv","ensamstående kvinnor med barn 0-24 år","specialbostad",0
"Kungälv","ensamstående kvinnor med barn 0-24 år","övrigt boende",13
"Kungälv","ensamstående kvinnor med barn 0-24 år","uppgift saknas",55
"Kungälv","ensamstående män med barn 0-24 år","småhus, äganderätt",173
"Kungälv","ensamstående män med barn 0-24 år","småhus, bostadsrätt",13
"Kungälv","ensamstående män med barn 0-24 år","småhus, hyresrätt",9
"Kungälv","ensamstående män med barn 0-24 år","flerbostadshus, bostadsrätt",44
"Kungälv","ensamstående män med barn 0-24 år","flerbostadshus, hyresrätt",51
"Kungälv","ensamstående män med barn 0-24 år","specialbostad",0
"Kungälv","ensamstående män med barn 0-24 år","övrigt boende",0
"Kungälv","ensamstående män med barn 0-24 år","uppgift saknas",19
"Kungälv","sammanboende utan barn","småhus, äganderätt",3327
"Kungälv","sammanboende utan barn","småhus, bostadsrätt",289
"Kungälv","sammanboende utan barn","småhus, hyresrätt",58
"Kungälv","sammanboende utan barn","flerbostadshus, bostadsrätt",814
"Kungälv","sammanboende utan barn","flerbostadshus, hyresrätt",642
"Kungälv","sammanboende utan barn","specialbostad",10
"Kungälv","sammanboende utan barn","övrigt boende",26
"Kungälv","sammanboende utan barn","uppgift saknas",85
"Kungälv","sammanboende med barn 0-24 år, 1 barn","småhus, äganderätt",1025
"Kungälv","sammanboende med barn 0-24 år, 1 barn","småhus, bostadsrätt",107
"Kungälv","sammanboende med barn 0-24 år, 1 barn","småhus, hyresrätt",24
"Kungälv","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, bostadsrätt",144
"Kungälv","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, hyresrätt",171
"Kungälv","sammanboende med barn 0-24 år, 1 barn","specialbostad",0
"Kungälv","sammanboende med barn 0-24 år, 1 barn","övrigt boende",0
"Kungälv","sammanboende med barn 0-24 år, 1 barn","uppgift saknas",64
"Kungälv","sammanboende med barn 0-24 år, 2 barn","småhus, äganderätt",2232
"Kungälv","sammanboende med barn 0-24 år, 2 barn","småhus, bostadsrätt",147
"Kungälv","sammanboende med barn 0-24 år, 2 barn","småhus, hyresrätt",33
"Kungälv","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, bostadsrätt",113
"Kungälv","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, hyresrätt",148
"Kungälv","sammanboende med barn 0-24 år, 2 barn","specialbostad",0
"Kungälv","sammanboende med barn 0-24 år, 2 barn","övrigt boende",0
"Kungälv","sammanboende med barn 0-24 år, 2 barn","uppgift saknas",71
"Kungälv","sammanboende med barn 0-24 år, 3+  barn","småhus, äganderätt",672
"Kungälv","sammanboende med barn 0-24 år, 3+  barn","småhus, bostadsrätt",32
"Kungälv","sammanboende med barn 0-24 år, 3+  barn","småhus, hyresrätt",19
"Kungälv","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, bostadsrätt",23
"Kungälv","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, hyresrätt",97
"Kungälv","sammanboende med barn 0-24 år, 3+  barn","specialbostad",0
"Kungälv","sammanboende med barn 0-24 år, 3+  barn","övrigt boende",0
"Kungälv","sammanboende med barn 0-24 år, 3+  barn","uppgift saknas",27
"Kungälv","övriga hushåll utan barn 0-24 år","småhus, äganderätt",666
"Kungälv","övriga hushåll utan barn 0-24 år","småhus, bostadsrätt",29
"Kungälv","övriga hushåll utan barn 0-24 år","småhus, hyresrätt",21
"Kungälv","övriga hushåll utan barn 0-24 år","flerbostadshus, bostadsrätt",118
"Kungälv","övriga hushåll utan barn 0-24 år","flerbostadshus, hyresrätt",277
"Kungälv","övriga hushåll utan barn 0-24 år","specialbostad",19
"Kungälv","övriga hushåll utan barn 0-24 år","övrigt boende",10
"Kungälv","övriga hushåll utan barn 0-24 år","uppgift saknas",15
"Kungälv","övriga hushåll med barn 0-24 år","småhus, äganderätt",349
"Kungälv","övriga hushåll med barn 0-24 år","småhus, bostadsrätt",12
"Kungälv","övriga hushåll med barn 0-24 år","småhus, hyresrätt",16
"Kungälv","övriga hushåll med barn 0-24 år","flerbostadshus, bostadsrätt",35
"Kungälv","övriga hushåll med barn 0-24 år","flerbostadshus, hyresrätt",102
"Kungälv","övriga hushåll med barn 0-24 år","specialbostad",0
"Kungälv","övriga hushåll med barn 0-24 år","övrigt boende",6
"Kungälv","övriga hushåll med barn 0-24 år","uppgift saknas",0
"Lysekil","ensamstående kvinnor -64 år utan barn","småhus, äganderätt",105
"Lysekil","ensamstående kvinnor -64 år utan barn","småhus, bostadsrätt",18
"Lysekil","ensamstående kvinnor -64 år utan barn","småhus, hyresrätt",10
"Lysekil","ensamstående kvinnor -64 år utan barn","flerbostadshus, bostadsrätt",40
"Lysekil","ensamstående kvinnor -64 år utan barn","flerbostadshus, hyresrätt",292
"Lysekil","ensamstående kvinnor -64 år utan barn","specialbostad",0
"Lysekil","ensamstående kvinnor -64 år utan barn","övrigt boende",9
"Lysekil","ensamstående kvinnor -64 år utan barn","uppgift saknas",24
"Lysekil","ensamstående kvinnor 65- år utan barn","småhus, äganderätt",290
"Lysekil","ensamstående kvinnor 65- år utan barn","småhus, bostadsrätt",37
"Lysekil","ensamstående kvinnor 65- år utan barn","småhus, hyresrätt",9
"Lysekil","ensamstående kvinnor 65- år utan barn","flerbostadshus, bostadsrätt",99
"Lysekil","ensamstående kvinnor 65- år utan barn","flerbostadshus, hyresrätt",341
"Lysekil","ensamstående kvinnor 65- år utan barn","specialbostad",79
"Lysekil","ensamstående kvinnor 65- år utan barn","övrigt boende",44
"Lysekil","ensamstående kvinnor 65- år utan barn","uppgift saknas",37
"Lysekil","ensamstående män -64 år utan barn","småhus, äganderätt",222
"Lysekil","ensamstående män -64 år utan barn","småhus, bostadsrätt",16
"Lysekil","ensamstående män -64 år utan barn","småhus, hyresrätt",13
"Lysekil","ensamstående män -64 år utan barn","flerbostadshus, bostadsrätt",63
"Lysekil","ensamstående män -64 år utan barn","flerbostadshus, hyresrätt",475
"Lysekil","ensamstående män -64 år utan barn","specialbostad",0
"Lysekil","ensamstående män -64 år utan barn","övrigt boende",10
"Lysekil","ensamstående män -64 år utan barn","uppgift saknas",53
"Lysekil","ensamstående män 65- år utan barn","småhus, äganderätt",252
"Lysekil","ensamstående män 65- år utan barn","småhus, bostadsrätt",8
"Lysekil","ensamstående män 65- år utan barn","småhus, hyresrätt",5
"Lysekil","ensamstående män 65- år utan barn","flerbostadshus, bostadsrätt",37
"Lysekil","ensamstående män 65- år utan barn","flerbostadshus, hyresrätt",154
"Lysekil","ensamstående män 65- år utan barn","specialbostad",18
"Lysekil","ensamstående män 65- år utan barn","övrigt boende",9
"Lysekil","ensamstående män 65- år utan barn","uppgift saknas",30
"Lysekil","ensamstående kvinnor med barn 0-24 år","småhus, äganderätt",54
"Lysekil","ensamstående kvinnor med barn 0-24 år","småhus, bostadsrätt",5
"Lysekil","ensamstående kvinnor med barn 0-24 år","småhus, hyresrätt",8
"Lysekil","ensamstående kvinnor med barn 0-24 år","flerbostadshus, bostadsrätt",15
"Lysekil","ensamstående kvinnor med barn 0-24 år","flerbostadshus, hyresrätt",162
"Lysekil","ensamstående kvinnor med barn 0-24 år","specialbostad",0
"Lysekil","ensamstående kvinnor med barn 0-24 år","övrigt boende",0
"Lysekil","ensamstående kvinnor med barn 0-24 år","uppgift saknas",0
"Lysekil","ensamstående män med barn 0-24 år","småhus, äganderätt",56
"Lysekil","ensamstående män med barn 0-24 år","småhus, bostadsrätt",0
"Lysekil","ensamstående män med barn 0-24 år","småhus, hyresrätt",0
"Lysekil","ensamstående män med barn 0-24 år","flerbostadshus, bostadsrätt",8
"Lysekil","ensamstående män med barn 0-24 år","flerbostadshus, hyresrätt",31
"Lysekil","ensamstående män med barn 0-24 år","specialbostad",0
"Lysekil","ensamstående män med barn 0-24 år","övrigt boende",0
"Lysekil","ensamstående män med barn 0-24 år","uppgift saknas",0
"Lysekil","sammanboende utan barn","småhus, äganderätt",1571
"Lysekil","sammanboende utan barn","småhus, bostadsrätt",54
"Lysekil","sammanboende utan barn","småhus, hyresrätt",17
"Lysekil","sammanboende utan barn","flerbostadshus, bostadsrätt",120
"Lysekil","sammanboende utan barn","flerbostadshus, hyresrätt",338
"Lysekil","sammanboende utan barn","specialbostad",6
"Lysekil","sammanboende utan barn","övrigt boende",23
"Lysekil","sammanboende utan barn","uppgift saknas",24
"Lysekil","sammanboende med barn 0-24 år, 1 barn","småhus, äganderätt",303
"Lysekil","sammanboende med barn 0-24 år, 1 barn","småhus, bostadsrätt",9
"Lysekil","sammanboende med barn 0-24 år, 1 barn","småhus, hyresrätt",0
"Lysekil","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, bostadsrätt",14
"Lysekil","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, hyresrätt",72
"Lysekil","sammanboende med barn 0-24 år, 1 barn","specialbostad",0
"Lysekil","sammanboende med barn 0-24 år, 1 barn","övrigt boende",0
"Lysekil","sammanboende med barn 0-24 år, 1 barn","uppgift saknas",0
"Lysekil","sammanboende med barn 0-24 år, 2 barn","småhus, äganderätt",417
"Lysekil","sammanboende med barn 0-24 år, 2 barn","småhus, bostadsrätt",8
"Lysekil","sammanboende med barn 0-24 år, 2 barn","småhus, hyresrätt",5
"Lysekil","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, bostadsrätt",10
"Lysekil","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, hyresrätt",67
"Lysekil","sammanboende med barn 0-24 år, 2 barn","specialbostad",0
"Lysekil","sammanboende med barn 0-24 år, 2 barn","övrigt boende",0
"Lysekil","sammanboende med barn 0-24 år, 2 barn","uppgift saknas",8
"Lysekil","sammanboende med barn 0-24 år, 3+  barn","småhus, äganderätt",188
"Lysekil","sammanboende med barn 0-24 år, 3+  barn","småhus, bostadsrätt",0
"Lysekil","sammanboende med barn 0-24 år, 3+  barn","småhus, hyresrätt",0
"Lysekil","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, bostadsrätt",0
"Lysekil","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, hyresrätt",76
"Lysekil","sammanboende med barn 0-24 år, 3+  barn","specialbostad",0
"Lysekil","sammanboende med barn 0-24 år, 3+  barn","övrigt boende",0
"Lysekil","sammanboende med barn 0-24 år, 3+  barn","uppgift saknas",0
"Lysekil","övriga hushåll utan barn 0-24 år","småhus, äganderätt",247
"Lysekil","övriga hushåll utan barn 0-24 år","småhus, bostadsrätt",8
"Lysekil","övriga hushåll utan barn 0-24 år","småhus, hyresrätt",5
"Lysekil","övriga hushåll utan barn 0-24 år","flerbostadshus, bostadsrätt",13
"Lysekil","övriga hushåll utan barn 0-24 år","flerbostadshus, hyresrätt",135
"Lysekil","övriga hushåll utan barn 0-24 år","specialbostad",0
"Lysekil","övriga hushåll utan barn 0-24 år","övrigt boende",7
"Lysekil","övriga hushåll utan barn 0-24 år","uppgift saknas",0
"Lysekil","övriga hushåll med barn 0-24 år","småhus, äganderätt",59
"Lysekil","övriga hushåll med barn 0-24 år","småhus, bostadsrätt",0
"Lysekil","övriga hushåll med barn 0-24 år","småhus, hyresrätt",0
"Lysekil","övriga hushåll med barn 0-24 år","flerbostadshus, bostadsrätt",0
"Lysekil","övriga hushåll med barn 0-24 år","flerbostadshus, hyresrätt",39
"Lysekil","övriga hushåll med barn 0-24 år","specialbostad",0
"Lysekil","övriga hushåll med barn 0-24 år","övrigt boende",0
"Lysekil","övriga hushåll med barn 0-24 år","uppgift saknas",0
"Uddevalla","ensamstående kvinnor -64 år utan barn","småhus, äganderätt",340
"Uddevalla","ensamstående kvinnor -64 år utan barn","småhus, bostadsrätt",37
"Uddevalla","ensamstående kvinnor -64 år utan barn","småhus, hyresrätt",15
"Uddevalla","ensamstående kvinnor -64 år utan barn","flerbostadshus, bostadsrätt",559
"Uddevalla","ensamstående kvinnor -64 år utan barn","flerbostadshus, hyresrätt",1399
"Uddevalla","ensamstående kvinnor -64 år utan barn","specialbostad",77
"Uddevalla","ensamstående kvinnor -64 år utan barn","övrigt boende",63
"Uddevalla","ensamstående kvinnor -64 år utan barn","uppgift saknas",119
"Uddevalla","ensamstående kvinnor 65- år utan barn","småhus, äganderätt",642
"Uddevalla","ensamstående kvinnor 65- år utan barn","småhus, bostadsrätt",69
"Uddevalla","ensamstående kvinnor 65- år utan barn","småhus, hyresrätt",13
"Uddevalla","ensamstående kvinnor 65- år utan barn","flerbostadshus, bostadsrätt",903
"Uddevalla","ensamstående kvinnor 65- år utan barn","flerbostadshus, hyresrätt",967
"Uddevalla","ensamstående kvinnor 65- år utan barn","specialbostad",242
"Uddevalla","ensamstående kvinnor 65- år utan barn","övrigt boende",70
"Uddevalla","ensamstående kvinnor 65- år utan barn","uppgift saknas",77
"Uddevalla","ensamstående män -64 år utan barn","småhus, äganderätt",638
"Uddevalla","ensamstående män -64 år utan barn","småhus, bostadsrätt",31
"Uddevalla","ensamstående män -64 år utan barn","småhus, hyresrätt",19
"Uddevalla","ensamstående män -64 år utan barn","flerbostadshus, bostadsrätt",707
"Uddevalla","ensamstående män -64 år utan barn","flerbostadshus, hyresrätt",1860
"Uddevalla","ensamstående män -64 år utan barn","specialbostad",113
"Uddevalla","ensamstående män -64 år utan barn","övrigt boende",83
"Uddevalla","ensamstående män -64 år utan barn","uppgift saknas",189
"Uddevalla","ensamstående män 65- år utan barn","småhus, äganderätt",502
"Uddevalla","ensamstående män 65- år utan barn","småhus, bostadsrätt",23
"Uddevalla","ensamstående män 65- år utan barn","småhus, hyresrätt",0
"Uddevalla","ensamstående män 65- år utan barn","flerbostadshus, bostadsrätt",365
"Uddevalla","ensamstående män 65- år utan barn","flerbostadshus, hyresrätt",446
"Uddevalla","ensamstående män 65- år utan barn","specialbostad",100
"Uddevalla","ensamstående män 65- år utan barn","övrigt boende",37
"Uddevalla","ensamstående män 65- år utan barn","uppgift saknas",47
"Uddevalla","ensamstående kvinnor med barn 0-24 år","småhus, äganderätt",235
"Uddevalla","ensamstående kvinnor med barn 0-24 år","småhus, bostadsrätt",43
"Uddevalla","ensamstående kvinnor med barn 0-24 år","småhus, hyresrätt",11
"Uddevalla","ensamstående kvinnor med barn 0-24 år","flerbostadshus, bostadsrätt",118
"Uddevalla","ensamstående kvinnor med barn 0-24 år","flerbostadshus, hyresrätt",655
"Uddevalla","ensamstående kvinnor med barn 0-24 år","specialbostad",0
"Uddevalla","ensamstående kvinnor med barn 0-24 år","övrigt boende",29
"Uddevalla","ensamstående kvinnor med barn 0-24 år","uppgift saknas",29
"Uddevalla","ensamstående män med barn 0-24 år","småhus, äganderätt",235
"Uddevalla","ensamstående män med barn 0-24 år","småhus, bostadsrätt",9
"Uddevalla","ensamstående män med barn 0-24 år","småhus, hyresrätt",0
"Uddevalla","ensamstående män med barn 0-24 år","flerbostadshus, bostadsrätt",32
"Uddevalla","ensamstående män med barn 0-24 år","flerbostadshus, hyresrätt",114
"Uddevalla","ensamstående män med barn 0-24 år","specialbostad",0
"Uddevalla","ensamstående män med barn 0-24 år","övrigt boende",7
"Uddevalla","ensamstående män med barn 0-24 år","uppgift saknas",8
"Uddevalla","sammanboende utan barn","småhus, äganderätt",3765
"Uddevalla","sammanboende utan barn","småhus, bostadsrätt",148
"Uddevalla","sammanboende utan barn","småhus, hyresrätt",32
"Uddevalla","sammanboende utan barn","flerbostadshus, bostadsrätt",1117
"Uddevalla","sammanboende utan barn","flerbostadshus, hyresrätt",1196
"Uddevalla","sammanboende utan barn","specialbostad",16
"Uddevalla","sammanboende utan barn","övrigt boende",104
"Uddevalla","sammanboende utan barn","uppgift saknas",36
"Uddevalla","sammanboende med barn 0-24 år, 1 barn","småhus, äganderätt",1076
"Uddevalla","sammanboende med barn 0-24 år, 1 barn","småhus, bostadsrätt",64
"Uddevalla","sammanboende med barn 0-24 år, 1 barn","småhus, hyresrätt",19
"Uddevalla","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, bostadsrätt",165
"Uddevalla","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, hyresrätt",390
"Uddevalla","sammanboende med barn 0-24 år, 1 barn","specialbostad",0
"Uddevalla","sammanboende med barn 0-24 år, 1 barn","övrigt boende",22
"Uddevalla","sammanboende med barn 0-24 år, 1 barn","uppgift saknas",27
"Uddevalla","sammanboende med barn 0-24 år, 2 barn","småhus, äganderätt",1961
