"region","ålder","kön","X2019"
"Bjuv","99","kvinnor",0
"Bjuv","100","män",0
"Bjuv","100","kvinnor",1
"Kävlinge","0","män",156
"Kävlinge","0","kvinnor",177
"Kävlinge","1","män",181
"Kävlinge","1","kvinnor",194
"Kävlinge","2","män",209
"Kävlinge","2","kvinnor",209
"Kävlinge","3","män",229
"Kävlinge","3","kvinnor",211
"Kävlinge","4","män",212
"Kävlinge","4","kvinnor",191
"Kävlinge","5","män",236
"Kävlinge","5","kvinnor",224
"Kävlinge","6","män",236
"Kävlinge","6","kvinnor",221
"Kävlinge","7","män",231
"Kävlinge","7","kvinnor",206
"Kävlinge","8","män",243
"Kävlinge","8","kvinnor",247
"Kävlinge","9","män",256
"Kävlinge","9","kvinnor",235
"Kävlinge","10","män",215
"Kävlinge","10","kvinnor",230
"Kävlinge","11","män",258
"Kävlinge","11","kvinnor",244
"Kävlinge","12","män",254
"Kävlinge","12","kvinnor",243
"Kävlinge","13","män",260
"Kävlinge","13","kvinnor",239
"Kävlinge","14","män",265
"Kävlinge","14","kvinnor",223
"Kävlinge","15","män",235
"Kävlinge","15","kvinnor",231
"Kävlinge","16","män",224
"Kävlinge","16","kvinnor",222
"Kävlinge","17","män",245
"Kävlinge","17","kvinnor",204
"Kävlinge","18","män",176
"Kävlinge","18","kvinnor",178
"Kävlinge","19","män",199
"Kävlinge","19","kvinnor",179
"Kävlinge","20","män",179
"Kävlinge","20","kvinnor",139
"Kävlinge","21","män",150
"Kävlinge","21","kvinnor",114
"Kävlinge","22","män",108
"Kävlinge","22","kvinnor",132
"Kävlinge","23","män",126
"Kävlinge","23","kvinnor",104
"Kävlinge","24","män",94
"Kävlinge","24","kvinnor",90
"Kävlinge","25","män",137
"Kävlinge","25","kvinnor",123
"Kävlinge","26","män",111
"Kävlinge","26","kvinnor",123
"Kävlinge","27","män",145
"Kävlinge","27","kvinnor",134
"Kävlinge","28","män",159
"Kävlinge","28","kvinnor",128
"Kävlinge","29","män",161
"Kävlinge","29","kvinnor",200
"Kävlinge","30","män",166
"Kävlinge","30","kvinnor",167
"Kävlinge","31","män",159
"Kävlinge","31","kvinnor",186
"Kävlinge","32","män",184
"Kävlinge","32","kvinnor",206
"Kävlinge","33","män",174
"Kävlinge","33","kvinnor",166
"Kävlinge","34","män",192
"Kävlinge","34","kvinnor",202
"Kävlinge","35","män",176
"Kävlinge","35","kvinnor",208
"Kävlinge","36","män",191
"Kävlinge","36","kvinnor",198
"Kävlinge","37","män",189
"Kävlinge","37","kvinnor",206
"Kävlinge","38","män",188
"Kävlinge","38","kvinnor",190
"Kävlinge","39","män",224
"Kävlinge","39","kvinnor",216
"Kävlinge","40","män",242
"Kävlinge","40","kvinnor",245
"Kävlinge","41","män",198
"Kävlinge","41","kvinnor",236
"Kävlinge","42","män",242
"Kävlinge","42","kvinnor",267
"Kävlinge","43","män",245
"Kävlinge","43","kvinnor",226
"Kävlinge","44","män",241
"Kävlinge","44","kvinnor",250
"Kävlinge","45","män",289
"Kävlinge","45","kvinnor",261
"Kävlinge","46","män",268
"Kävlinge","46","kvinnor",279
"Kävlinge","47","män",268
"Kävlinge","47","kvinnor",276
"Kävlinge","48","män",267
"Kävlinge","48","kvinnor",252
"Kävlinge","49","män",252
"Kävlinge","49","kvinnor",234
"Kävlinge","50","män",262
"Kävlinge","50","kvinnor",226
"Kävlinge","51","män",258
"Kävlinge","51","kvinnor",205
"Kävlinge","52","män",244
"Kävlinge","52","kvinnor",233
"Kävlinge","53","män",212
"Kävlinge","53","kvinnor",198
"Kävlinge","54","män",253
"Kävlinge","54","kvinnor",181
"Kävlinge","55","män",222
"Kävlinge","55","kvinnor",241
"Kävlinge","56","män",194
"Kävlinge","56","kvinnor",181
"Kävlinge","57","män",186
"Kävlinge","57","kvinnor",163
"Kävlinge","58","män",175
"Kävlinge","58","kvinnor",166
"Kävlinge","59","män",142
"Kävlinge","59","kvinnor",138
"Kävlinge","60","män",155
"Kävlinge","60","kvinnor",141
"Kävlinge","61","män",140
"Kävlinge","61","kvinnor",144
"Kävlinge","62","män",134
"Kävlinge","62","kvinnor",143
"Kävlinge","63","män",145
"Kävlinge","63","kvinnor",114
"Kävlinge","64","män",124
"Kävlinge","64","kvinnor",125
"Kävlinge","65","män",123
"Kävlinge","65","kvinnor",159
"Kävlinge","66","män",133
"Kävlinge","66","kvinnor",131
"Kävlinge","67","män",161
"Kävlinge","67","kvinnor",147
"Kävlinge","68","män",126
"Kävlinge","68","kvinnor",166
"Kävlinge","69","män",130
"Kävlinge","69","kvinnor",138
"Kävlinge","70","män",168
"Kävlinge","70","kvinnor",182
"Kävlinge","71","män",178
"Kävlinge","71","kvinnor",193
"Kävlinge","72","män",173
"Kävlinge","72","kvinnor",180
"Kävlinge","73","män",178
"Kävlinge","73","kvinnor",200
"Kävlinge","74","män",165
"Kävlinge","74","kvinnor",189
"Kävlinge","75","män",174
"Kävlinge","75","kvinnor",167
"Kävlinge","76","män",167
"Kävlinge","76","kvinnor",166
"Kävlinge","77","män",125
"Kävlinge","77","kvinnor",141
"Kävlinge","78","män",102
"Kävlinge","78","kvinnor",109
"Kävlinge","79","män",93
"Kävlinge","79","kvinnor",103
"Kävlinge","80","män",78
"Kävlinge","80","kvinnor",96
"Kävlinge","81","män",90
"Kävlinge","81","kvinnor",94
"Kävlinge","82","män",70
"Kävlinge","82","kvinnor",85
"Kävlinge","83","män",60
"Kävlinge","83","kvinnor",74
"Kävlinge","84","män",63
"Kävlinge","84","kvinnor",65
"Kävlinge","85","män",52
"Kävlinge","85","kvinnor",48
"Kävlinge","86","män",31
"Kävlinge","86","kvinnor",47
"Kävlinge","87","män",37
"Kävlinge","87","kvinnor",44
"Kävlinge","88","män",35
"Kävlinge","88","kvinnor",33
"Kävlinge","89","män",16
"Kävlinge","89","kvinnor",43
"Kävlinge","90","män",12
"Kävlinge","90","kvinnor",30
"Kävlinge","91","män",21
"Kävlinge","91","kvinnor",19
"Kävlinge","92","män",18
"Kävlinge","92","kvinnor",21
"Kävlinge","93","män",13
"Kävlinge","93","kvinnor",21
"Kävlinge","94","män",6
"Kävlinge","94","kvinnor",17
"Kävlinge","95","män",8
"Kävlinge","95","kvinnor",11
"Kävlinge","96","män",1
"Kävlinge","96","kvinnor",6
"Kävlinge","97","män",1
"Kävlinge","97","kvinnor",5
"Kävlinge","98","män",0
"Kävlinge","98","kvinnor",4
"Kävlinge","99","män",0
"Kävlinge","99","kvinnor",0
"Kävlinge","100","män",2
"Kävlinge","100","kvinnor",5
"Lomma","0","män",105
"Lomma","0","kvinnor",119
"Lomma","1","män",136
"Lomma","1","kvinnor",108
"Lomma","2","män",132
"Lomma","2","kvinnor",119
"Lomma","3","män",196
"Lomma","3","kvinnor",152
"Lomma","4","män",181
"Lomma","4","kvinnor",165
"Lomma","5","män",205
"Lomma","5","kvinnor",195
"Lomma","6","män",227
"Lomma","6","kvinnor",191
"Lomma","7","män",212
"Lomma","7","kvinnor",212
"Lomma","8","män",232
"Lomma","8","kvinnor",178
"Lomma","9","män",211
"Lomma","9","kvinnor",224
"Lomma","10","män",230
"Lomma","10","kvinnor",206
"Lomma","11","män",229
"Lomma","11","kvinnor",217
"Lomma","12","män",209
"Lomma","12","kvinnor",170
"Lomma","13","män",224
"Lomma","13","kvinnor",210
"Lomma","14","män",181
"Lomma","14","kvinnor",198
"Lomma","15","män",210
"Lomma","15","kvinnor",183
"Lomma","16","män",196
"Lomma","16","kvinnor",167
"Lomma","17","män",186
"Lomma","17","kvinnor",144
"Lomma","18","män",166
"Lomma","18","kvinnor",136
"Lomma","19","män",156
"Lomma","19","kvinnor",146
"Lomma","20","män",156
"Lomma","20","kvinnor",99
"Lomma","21","män",103
"Lomma","21","kvinnor",80
"Lomma","22","män",85
"Lomma","22","kvinnor",63
"Lomma","23","män",77
"Lomma","23","kvinnor",67
"Lomma","24","män",83
"Lomma","24","kvinnor",64
"Lomma","25","män",81
"Lomma","25","kvinnor",73
"Lomma","26","män",89
"Lomma","26","kvinnor",88
"Lomma","27","män",74
"Lomma","27","kvinnor",61
"Lomma","28","män",71
"Lomma","28","kvinnor",61
"Lomma","29","män",81
"Lomma","29","kvinnor",79
"Lomma","30","män",54
"Lomma","30","kvinnor",85
"Lomma","31","män",87
"Lomma","31","kvinnor",96
"Lomma","32","män",79
"Lomma","32","kvinnor",86
"Lomma","33","män",89
"Lomma","33","kvinnor",111
"Lomma","34","män",95
"Lomma","34","kvinnor",112
"Lomma","35","män",114
"Lomma","35","kvinnor",159
"Lomma","36","män",129
"Lomma","36","kvinnor",149
"Lomma","37","män",136
"Lomma","37","kvinnor",136
"Lomma","38","män",144
"Lomma","38","kvinnor",154
"Lomma","39","män",153
"Lomma","39","kvinnor",167
"Lomma","40","män",168
"Lomma","40","kvinnor",210
"Lomma","41","män",190
"Lomma","41","kvinnor",176
"Lomma","42","män",192
"Lomma","42","kvinnor",218
"Lomma","43","män",239
"Lomma","43","kvinnor",192
"Lomma","44","män",202
"Lomma","44","kvinnor",244
"Lomma","45","män",180
"Lomma","45","kvinnor",203
"Lomma","46","män",222
"Lomma","46","kvinnor",213
"Lomma","47","män",178
"Lomma","47","kvinnor",204
"Lomma","48","män",196
"Lomma","48","kvinnor",209
"Lomma","49","män",214
"Lomma","49","kvinnor",191
"Lomma","50","män",218
"Lomma","50","kvinnor",167
"Lomma","51","män",164
"Lomma","51","kvinnor",185
"Lomma","52","män",217
"Lomma","52","kvinnor",180
"Lomma","53","män",161
"Lomma","53","kvinnor",210
"Lomma","54","män",213
"Lomma","54","kvinnor",176
"Lomma","55","män",172
"Lomma","55","kvinnor",172
"Lomma","56","män",157
"Lomma","56","kvinnor",152
"Lomma","57","män",136
"Lomma","57","kvinnor",148
"Lomma","58","män",122
"Lomma","58","kvinnor",131
"Lomma","59","män",121
"Lomma","59","kvinnor",145
"Lomma","60","män",131
"Lomma","60","kvinnor",122
"Lomma","61","män",100
"Lomma","61","kvinnor",93
"Lomma","62","män",134
"Lomma","62","kvinnor",103
"Lomma","63","män",116
"Lomma","63","kvinnor",99
"Lomma","64","män",117
"Lomma","64","kvinnor",116
"Lomma","65","män",96
"Lomma","65","kvinnor",101
"Lomma","66","män",99
"Lomma","66","kvinnor",101
"Lomma","67","män",96
"Lomma","67","kvinnor",102
"Lomma","68","män",89
"Lomma","68","kvinnor",133
"Lomma","69","män",103
"Lomma","69","kvinnor",113
"Lomma","70","män",105
"Lomma","70","kvinnor",143
"Lomma","71","män",127
"Lomma","71","kvinnor",134
"Lomma","72","män",115
"Lomma","72","kvinnor",136
"Lomma","73","män",115
"Lomma","73","kvinnor",143
"Lomma","74","män",151
"Lomma","74","kvinnor",165
"Lomma","75","män",127
"Lomma","75","kvinnor",146
"Lomma","76","män",136
"Lomma","76","kvinnor",143
"Lomma","77","män",132
"Lomma","77","kvinnor",130
"Lomma","78","män",95
"Lomma","78","kvinnor",125
"Lomma","79","män",89
"Lomma","79","kvinnor",112
"Lomma","80","män",94
"Lomma","80","kvinnor",123
"Lomma","81","män",84
"Lomma","81","kvinnor",90
"Lomma","82","män",75
"Lomma","82","kvinnor",81
"Lomma","83","män",81
"Lomma","83","kvinnor",69
"Lomma","84","män",62
"Lomma","84","kvinnor",72
"Lomma","85","män",46
"Lomma","85","kvinnor",48
"Lomma","86","män",46
"Lomma","86","kvinnor",59
"Lomma","87","män",37
"Lomma","87","kvinnor",52
"Lomma","88","män",31
"Lomma","88","kvinnor",44
"Lomma","89","män",27
"Lomma","89","kvinnor",45
"Lomma","90","män",11
"Lomma","90","kvinnor",28
"Lomma","91","män",14
"Lomma","91","kvinnor",30
"Lomma","92","män",7
"Lomma","92","kvinnor",25
"Lomma","93","män",11
"Lomma","93","kvinnor",25
"Lomma","94","män",8
"Lomma","94","kvinnor",12
"Lomma","95","män",5
"Lomma","95","kvinnor",9
"Lomma","96","män",2
"Lomma","96","kvinnor",8
"Lomma","97","män",3
"Lomma","97","kvinnor",4
"Lomma","98","män",0
"Lomma","98","kvinnor",1
"Lomma","99","män",1
"Lomma","99","kvinnor",3
"Lomma","100","män",1
"Lomma","100","kvinnor",5
"Svedala","0","män",141
"Svedala","0","kvinnor",126
"Svedala","1","män",162
"Svedala","1","kvinnor",143
"Svedala","2","män",137
"Svedala","2","kvinnor",150
"Svedala","3","män",173
"Svedala","3","kvinnor",147
"Svedala","4","män",181
"Svedala","4","kvinnor",178
"Svedala","5","män",170
"Svedala","5","kvinnor",172
"Svedala","6","män",187
"Svedala","6","kvinnor",165
"Svedala","7","män",217
"Svedala","7","kvinnor",182
"Svedala","8","män",172
"Svedala","8","kvinnor",155
"Svedala","9","män",184
"Svedala","9","kvinnor",187
"Svedala","10","män",172
"Svedala","10","kvinnor",168
"Svedala","11","män",159
"Svedala","11","kvinnor",170
"Svedala","12","män",175
"Svedala","12","kvinnor",162
"Svedala","13","män",168
"Svedala","13","kvinnor",138
"Svedala","14","män",151
"Svedala","14","kvinnor",155
"Svedala","15","män",158
"Svedala","15","kvinnor",154
"Svedala","16","män",162
"Svedala","16","kvinnor",137
"Svedala","17","män",155
"Svedala","17","kvinnor",145
"Svedala","18","män",130
"Svedala","18","kvinnor",121
"Svedala","19","män",131
"Svedala","19","kvinnor",114
"Svedala","20","män",112
"Svedala","20","kvinnor",99
"Svedala","21","män",111
"Svedala","21","kvinnor",78
"Svedala","22","män",99
"Svedala","22","kvinnor",75
"Svedala","23","män",83
"Svedala","23","kvinnor",72
"Svedala","24","män",65
"Svedala","24","kvinnor",56
"Svedala","25","män",79
"Svedala","25","kvinnor",81
"Svedala","26","män",93
"Svedala","26","kvinnor",97
"Svedala","27","män",107
"Svedala","27","kvinnor",97
"Svedala","28","män",100
"Svedala","28","kvinnor",107
"Svedala","29","män",124
"Svedala","29","kvinnor",133
"Svedala","30","män",118
"Svedala","30","kvinnor",131
"Svedala","31","män",138
"Svedala","31","kvinnor",156
"Svedala","32","män",138
"Svedala","32","kvinnor",153
"Svedala","33","män",145
"Svedala","33","kvinnor",169
"Svedala","34","män",124
"Svedala","34","kvinnor",141
"Svedala","35","män",131
"Svedala","35","kvinnor",127
"Svedala","36","män",130
"Svedala","36","kvinnor",146
"Svedala","37","män",173
"Svedala","37","kvinnor",155
"Svedala","38","män",129
"Svedala","38","kvinnor",168
"Svedala","39","män",138
"Svedala","39","kvinnor",176
"Svedala","40","män",193
"Svedala","40","kvinnor",178
"Svedala","41","män",158
"Svedala","41","kvinnor",153
"Svedala","42","män",178
"Svedala","42","kvinnor",172
"Svedala","43","män",176
"Svedala","43","kvinnor",203
"Svedala","44","män",171
"Svedala","44","kvinnor",194
"Svedala","45","män",169
"Svedala","45","kvinnor",181
"Svedala","46","män",162
"Svedala","46","kvinnor",185
"Svedala","47","män",193
"Svedala","47","kvinnor",161
"Svedala","48","män",184
"Svedala","48","kvinnor",133
"Svedala","49","män",149
"Svedala","49","kvinnor",125
"Svedala","50","män",169
"Svedala","50","kvinnor",120
"Svedala","51","män",143
"Svedala","51","kvinnor",163
"Svedala","52","män",153
"Svedala","52","kvinnor",155
"Svedala","53","män",161
"Svedala","53","kvinnor",153
"Svedala","54","män",150
"Svedala","54","kvinnor",134
"Svedala","55","män",138
"Svedala","55","kvinnor",145
"Svedala","56","män",135
"Svedala","56","kvinnor",136
"Svedala","57","män",118
"Svedala","57","kvinnor",96
"Svedala","58","män",111
"Svedala","58","kvinnor",114
"Svedala","59","män",111
"Svedala","59","kvinnor",107
"Svedala","60","män",113
"Svedala","60","kvinnor",85
"Svedala","61","män",104
"Svedala","61","kvinnor",95
"Svedala","62","män",105
"Svedala","62","kvinnor",109
"Svedala","63","män",104
"Svedala","63","kvinnor",110
"Svedala","64","män",92
"Svedala","64","kvinnor",111
"Svedala","65","män",96
"Svedala","65","kvinnor",115
"Svedala","66","män",113
"Svedala","66","kvinnor",117
"Svedala","67","män",93
"Svedala","67","kvinnor",118
"Svedala","68","män",108
"Svedala","68","kvinnor",103
"Svedala","69","män",121
"Svedala","69","kvinnor",109
"Svedala","70","män",109
"Svedala","70","kvinnor",105
"Svedala","71","män",114
"Svedala","71","kvinnor",130
"Svedala","72","män",115
"Svedala","72","kvinnor",119
"Svedala","73","män",101
"Svedala","73","kvinnor",101
"Svedala","74","män",118
"Svedala","74","kvinnor",117
"Svedala","75","män",96
"Svedala","75","kvinnor",110
"Svedala","76","män",92
"Svedala","76","kvinnor",76
"Svedala","77","män",100
"Svedala","77","kvinnor",87
"Svedala","78","män",57
"Svedala","78","kvinnor",63
"Svedala","79","män",62
"Svedala","79","kvinnor",64
"Svedala","80","män",65
"Svedala","80","kvinnor",65
"Svedala","81","män",57
"Svedala","81","kvinnor",49
"Svedala","82","män",46
"Svedala","82","kvinnor",54
"Svedala","83","män",36
"Svedala","83","kvinnor",44
"Svedala","84","män",39
"Svedala","84","kvinnor",46
"Svedala","85","män",24
"Svedala","85","kvinnor",47
"Svedala","86","män",32
"Svedala","86","kvinnor",38
"Svedala","87","män",18
"Svedala","87","kvinnor",32
"Svedala","88","män",20
"Svedala","88","kvinnor",19
"Svedala","89","män",16
"Svedala","89","kvinnor",38
"Svedala","90","män",17
"Svedala","90","kvinnor",18
"Svedala","91","män",8
"Svedala","91","kvinnor",20
"Svedala","92","män",6
"Svedala","92","kvinnor",14
"Svedala","93","män",6
"Svedala","93","kvinnor",12
"Svedala","94","män",2
"Svedala","94","kvinnor",11
"Svedala","95","män",3
"Svedala","95","kvinnor",8
"Svedala","96","män",3
"Svedala","96","kvinnor",6
"Svedala","97","män",3
"Svedala","97","kvinnor",8
"Svedala","98","män",0
"Svedala","98","kvinnor",1
"Svedala","99","män",1
"Svedala","99","kvinnor",1
"Svedala","100","män",0
"Svedala","100","kvinnor",1
"Skurup","0","män",77
"Skurup","0","kvinnor",79
"Skurup","1","män",94
"Skurup","1","kvinnor",83
"Skurup","2","män",99
"Skurup","2","kvinnor",92
"Skurup","3","män",92
"Skurup","3","kvinnor",104
"Skurup","4","män",108
"Skurup","4","kvinnor",80
"Skurup","5","män",102
"Skurup","5","kvinnor",91
"Skurup","6","män",119
"Skurup","6","kvinnor",91
"Skurup","7","män",99
"Skurup","7","kvinnor",102
"Skurup","8","män",89
"Skurup","8","kvinnor",93
"Skurup","9","män",85
"Skurup","9","kvinnor",104
"Skurup","10","män",80
"Skurup","10","kvinnor",86
"Skurup","11","män",98
"Skurup","11","kvinnor",115
"Skurup","12","män",118
"Skurup","12","kvinnor",99
"Skurup","13","män",101
"Skurup","13","kvinnor",96
"Skurup","14","män",93
"Skurup","14","kvinnor",99
"Skurup","15","män",91
"Skurup","15","kvinnor",101
"Skurup","16","män",90
"Skurup","16","kvinnor",96
"Skurup","17","män",101
"Skurup","17","kvinnor",116
"Skurup","18","män",94
"Skurup","18","kvinnor",106
"Skurup","19","män",102
"Skurup","19","kvinnor",79
"Skurup","20","män",111
"Skurup","20","kvinnor",64
"Skurup","21","män",83
"Skurup","21","kvinnor",74
"Skurup","22","män",81
"Skurup","22","kvinnor",80
"Skurup","23","män",95
"Skurup","23","kvinnor",78
"Skurup","24","män",72
"Skurup","24","kvinnor",91
"Skurup","25","män",89
"Skurup","25","kvinnor",71
"Skurup","26","män",73
"Skurup","26","kvinnor",69
"Skurup","27","män",89
"Skurup","27","kvinnor",96
"Skurup","28","män",90
"Skurup","28","kvinnor",82
"Skurup","29","män",105
"Skurup","29","kvinnor",86
"Skurup","30","män",92
"Skurup","30","kvinnor",92
"Skurup","31","män",98
"Skurup","31","kvinnor",91
"Skurup","32","män",91
"Skurup","32","kvinnor",104
"Skurup","33","män",100
"Skurup","33","kvinnor",93
"Skurup","34","män",77
"Skurup","34","kvinnor",104
"Skurup","35","män",114
"Skurup","35","kvinnor",82
"Skurup","36","män",104
"Skurup","36","kvinnor",93
"Skurup","37","män",105
"Skurup","37","kvinnor",85
"Skurup","38","män",83
"Skurup","38","kvinnor",96
"Skurup","39","män",94
"Skurup","39","kvinnor",88
"Skurup","40","män",81
"Skurup","40","kvinnor",111
"Skurup","41","män",100
"Skurup","41","kvinnor",84
"Skurup","42","män",110
"Skurup","42","kvinnor",97
"Skurup","43","män",92
"Skurup","43","kvinnor",105
"Skurup","44","män",96
"Skurup","44","kvinnor",116
"Skurup","45","män",113
"Skurup","45","kvinnor",120
"Skurup","46","män",113
"Skurup","46","kvinnor",95
"Skurup","47","män",121
"Skurup","47","kvinnor",109
"Skurup","48","män",109
"Skurup","48","kvinnor",106
"Skurup","49","män",109
"Skurup","49","kvinnor",104
"Skurup","50","män",114
"Skurup","50","kvinnor",122
"Skurup","51","män",110
"Skurup","51","kvinnor",109
"Skurup","52","män",119
"Skurup","52","kvinnor",115
"Skurup","53","män",114
"Skurup","53","kvinnor",114
"Skurup","54","män",139
"Skurup","54","kvinnor",128
"Skurup","55","män",116
"Skurup","55","kvinnor",119
"Skurup","56","män",122
"Skurup","56","kvinnor",109
"Skurup","57","män",104
"Skurup","57","kvinnor",84
"Skurup","58","män",120
"Skurup","58","kvinnor",97
"Skurup","59","män",80
"Skurup","59","kvinnor",79
"Skurup","60","män",114
"Skurup","60","kvinnor",100
"Skurup","61","män",75
"Skurup","61","kvinnor",79
"Skurup","62","män",91
"Skurup","62","kvinnor",90
"Skurup","63","män",89
"Skurup","63","kvinnor",81
"Skurup","64","män",93
"Skurup","64","kvinnor",93
"Skurup","65","män",83
"Skurup","65","kvinnor",91
"Skurup","66","män",86
"Skurup","66","kvinnor",109
"Skurup","67","män",98
"Skurup","67","kvinnor",93
"Skurup","68","män",104
"Skurup","68","kvinnor",95
"Skurup","69","män",85
"Skurup","69","kvinnor",91
"Skurup","70","män",75
"Skurup","70","kvinnor",93
"Skurup","71","män",105
"Skurup","71","kvinnor",103
"Skurup","72","män",86
"Skurup","72","kvinnor",89
"Skurup","73","män",77
"Skurup","73","kvinnor",96
"Skurup","74","män",98
"Skurup","74","kvinnor",97
"Skurup","75","män",82
"Skurup","75","kvinnor",95
"Skurup","76","män",77
"Skurup","76","kvinnor",69
"Skurup","77","män",69
"Skurup","77","kvinnor",42
"Skurup","78","män",56
"Skurup","78","kvinnor",47
"Skurup","79","män",46
"Skurup","79","kvinnor",58
"Skurup","80","män",41
"Skurup","80","kvinnor",54
"Skurup","81","män",38
"Skurup","81","kvinnor",46
"Skurup","82","män",48
"Skurup","82","kvinnor",40
"Skurup","83","män",32
"Skurup","83","kvinnor",33
"Skurup","84","män",31
"Skurup","84","kvinnor",39
"Skurup","85","män",26
"Skurup","85","kvinnor",39
"Skurup","86","män",18
"Skurup","86","kvinnor",34
"Skurup","87","män",20
"Skurup","87","kvinnor",29
"Skurup","88","män",16
"Skurup","88","kvinnor",13
"Skurup","89","män",14
"Skurup","89","kvinnor",22
"Skurup","90","män",14
"Skurup","90","kvinnor",19
"Skurup","91","män",17
"Skurup","91","kvinnor",14
"Skurup","92","män",6
"Skurup","92","kvinnor",10
"Skurup","93","män",3
"Skurup","93","kvinnor",14
"Skurup","94","män",5
"Skurup","94","kvinnor",8
"Skurup","95","män",4
"Skurup","95","kvinnor",9
"Skurup","96","män",3
"Skurup","96","kvinnor",1
"Skurup","97","män",1
"Skurup","97","kvinnor",6
"Skurup","98","män",0
"Skurup","98","kvinnor",3
"Skurup","99","män",1
"Skurup","99","kvinnor",0
"Skurup","100","män",3
"Skurup","100","kvinnor",1
"Sjöbo","0","män",115
"Sjöbo","0","kvinnor",98
"Sjöbo","1","män",107
"Sjöbo","1","kvinnor",93
"Sjöbo","2","män",109
"Sjöbo","2","kvinnor",102
"Sjöbo","3","män",116
"Sjöbo","3","kvinnor",101
"Sjöbo","4","män",116
"Sjöbo","4","kvinnor",106
"Sjöbo","5","män",109
"Sjöbo","5","kvinnor",106
"Sjöbo","6","män",112
"Sjöbo","6","kvinnor",105
"Sjöbo","7","män",134
"Sjöbo","7","kvinnor",97
"Sjöbo","8","män",117
"Sjöbo","8","kvinnor",117
"Sjöbo","9","män",115
"Sjöbo","9","kvinnor",114
"Sjöbo","10","män",114
"Sjöbo","10","kvinnor",90
"Sjöbo","11","män",99
"Sjöbo","11","kvinnor",115
"Sjöbo","12","män",132
"Sjöbo","12","kvinnor",102
"Sjöbo","13","män",95
"Sjöbo","13","kvinnor",103
"Sjöbo","14","män",93
"Sjöbo","14","kvinnor",82
"Sjöbo","15","män",114
"Sjöbo","15","kvinnor",89
"Sjöbo","16","män",120
"Sjöbo","16","kvinnor",109
"Sjöbo","17","män",108
"Sjöbo","17","kvinnor",102
"Sjöbo","18","män",120
"Sjöbo","18","kvinnor",97
"Sjöbo","19","män",105
"Sjöbo","19","kvinnor",97
"Sjöbo","20","män",92
"Sjöbo","20","kvinnor",75
"Sjöbo","21","män",84
"Sjöbo","21","kvinnor",82
"Sjöbo","22","män",83
"Sjöbo","22","kvinnor",65
"Sjöbo","23","män",65
"Sjöbo","23","kvinnor",65
"Sjöbo","24","män",103
"Sjöbo","24","kvinnor",99
"Sjöbo","25","män",90
"Sjöbo","25","kvinnor",90
"Sjöbo","26","män",88
"Sjöbo","26","kvinnor",103
"Sjöbo","27","män",113
"Sjöbo","27","kvinnor",106
"Sjöbo","28","män",123
"Sjöbo","28","kvinnor",134
"Sjöbo","29","män",121
"Sjöbo","29","kvinnor",117
"Sjöbo","30","män",139
"Sjöbo","30","kvinnor",117
"Sjöbo","31","män",95
"Sjöbo","31","kvinnor",107
"Sjöbo","32","män",124
"Sjöbo","32","kvinnor",97
"Sjöbo","33","män",116
"Sjöbo","33","kvinnor",123
"Sjöbo","34","män",95
"Sjöbo","34","kvinnor",97
"Sjöbo","35","män",99
"Sjöbo","35","kvinnor",101
"Sjöbo","36","män",117
"Sjöbo","36","kvinnor",104
"Sjöbo","37","män",110
"Sjöbo","37","kvinnor",103
"Sjöbo","38","män",118
"Sjöbo","38","kvinnor",101
"Sjöbo","39","män",96
"Sjöbo","39","kvinnor",109
"Sjöbo","40","män",110
"Sjöbo","40","kvinnor",112
"Sjöbo","41","män",115
"Sjöbo","41","kvinnor",100
"Sjöbo","42","män",94
"Sjöbo","42","kvinnor",100
"Sjöbo","43","män",110
"Sjöbo","43","kvinnor",129
"Sjöbo","44","män",117
"Sjöbo","44","kvinnor",109
"Sjöbo","45","män",118
"Sjöbo","45","kvinnor",101
"Sjöbo","46","män",132
"Sjöbo","46","kvinnor",114
"Sjöbo","47","män",154
"Sjöbo","47","kvinnor",120
"Sjöbo","48","män",122
"Sjöbo","48","kvinnor",130
"Sjöbo","49","män",132
"Sjöbo","49","kvinnor",130
"Sjöbo","50","män",130
"Sjöbo","50","kvinnor",122
"Sjöbo","51","män",130
"Sjöbo","51","kvinnor",145
"Sjöbo","52","män",139
"Sjöbo","52","kvinnor",137
"Sjöbo","53","män",167
"Sjöbo","53","kvinnor",139
"Sjöbo","54","män",148
"Sjöbo","54","kvinnor",141
"Sjöbo","55","män",141
"Sjöbo","55","kvinnor",153
"Sjöbo","56","män",141
"Sjöbo","56","kvinnor",145
"Sjöbo","57","män",143
"Sjöbo","57","kvinnor",140
"Sjöbo","58","män",138
"Sjöbo","58","kvinnor",117
"Sjöbo","59","män",134
"Sjöbo","59","kvinnor",123
"Sjöbo","60","män",136
"Sjöbo","60","kvinnor",127
"Sjöbo","61","män",128
"Sjöbo","61","kvinnor",136
"Sjöbo","62","män",132
"Sjöbo","62","kvinnor",105
"Sjöbo","63","män",127
"Sjöbo","63","kvinnor",127
"Sjöbo","64","män",135
"Sjöbo","64","kvinnor",108
"Sjöbo","65","män",130
"Sjöbo","65","kvinnor",124
"Sjöbo","66","män",133
"Sjöbo","66","kvinnor",137
"Sjöbo","67","män",116
"Sjöbo","67","kvinnor",120
"Sjöbo","68","män",126
"Sjöbo","68","kvinnor",130
"Sjöbo","69","män",130
