"region","ålder","kön","födelseregion","X2019"
"Tjörn","21","män","Utrikes född",16
"Tjörn","21","kvinnor","Född i Sverige",44
"Tjörn","21","kvinnor","Utrikes född",16
"Tjörn","22","män","Född i Sverige",53
"Tjörn","22","män","Utrikes född",12
"Tjörn","22","kvinnor","Född i Sverige",48
"Tjörn","22","kvinnor","Utrikes född",4
"Tjörn","23","män","Född i Sverige",51
"Tjörn","23","män","Utrikes född",9
"Tjörn","23","kvinnor","Född i Sverige",48
"Tjörn","23","kvinnor","Utrikes född",3
"Tjörn","24","män","Född i Sverige",77
"Tjörn","24","män","Utrikes född",10
"Tjörn","24","kvinnor","Född i Sverige",42
"Tjörn","24","kvinnor","Utrikes född",7
"Tjörn","25","män","Född i Sverige",69
"Tjörn","25","män","Utrikes född",7
"Tjörn","25","kvinnor","Född i Sverige",49
"Tjörn","25","kvinnor","Utrikes född",5
"Orust","12","män","Född i Sverige",74
"Orust","12","män","Utrikes född",7
"Orust","12","kvinnor","Född i Sverige",68
"Orust","12","kvinnor","Utrikes född",7
"Orust","13","män","Född i Sverige",70
"Orust","13","män","Utrikes född",7
"Orust","13","kvinnor","Född i Sverige",94
"Orust","13","kvinnor","Utrikes född",5
"Orust","14","män","Född i Sverige",63
"Orust","14","män","Utrikes född",7
"Orust","14","kvinnor","Född i Sverige",74
"Orust","14","kvinnor","Utrikes född",12
"Orust","15","män","Född i Sverige",72
"Orust","15","män","Utrikes född",5
"Orust","15","kvinnor","Född i Sverige",68
"Orust","15","kvinnor","Utrikes född",3
"Orust","16","män","Född i Sverige",57
"Orust","16","män","Utrikes född",6
"Orust","16","kvinnor","Född i Sverige",60
"Orust","16","kvinnor","Utrikes född",5
"Orust","17","män","Född i Sverige",78
"Orust","17","män","Utrikes född",7
"Orust","17","kvinnor","Född i Sverige",76
"Orust","17","kvinnor","Utrikes född",5
"Orust","18","män","Född i Sverige",85
"Orust","18","män","Utrikes född",7
"Orust","18","kvinnor","Född i Sverige",61
"Orust","18","kvinnor","Utrikes född",8
"Orust","19","män","Född i Sverige",75
"Orust","19","män","Utrikes född",7
"Orust","19","kvinnor","Född i Sverige",61
"Orust","19","kvinnor","Utrikes född",9
"Orust","20","män","Född i Sverige",78
"Orust","20","män","Utrikes född",17
"Orust","20","kvinnor","Född i Sverige",53
"Orust","20","kvinnor","Utrikes född",5
"Orust","21","män","Född i Sverige",74
"Orust","21","män","Utrikes född",23
"Orust","21","kvinnor","Född i Sverige",53
"Orust","21","kvinnor","Utrikes född",8
"Orust","22","män","Född i Sverige",52
"Orust","22","män","Utrikes född",12
"Orust","22","kvinnor","Född i Sverige",52
"Orust","22","kvinnor","Utrikes född",5
"Orust","23","män","Född i Sverige",54
"Orust","23","män","Utrikes född",1
"Orust","23","kvinnor","Född i Sverige",46
"Orust","23","kvinnor","Utrikes född",6
"Orust","24","män","Född i Sverige",50
"Orust","24","män","Utrikes född",5
"Orust","24","kvinnor","Född i Sverige",62
"Orust","24","kvinnor","Utrikes född",5
"Orust","25","män","Född i Sverige",63
"Orust","25","män","Utrikes född",10
"Orust","25","kvinnor","Född i Sverige",60
"Orust","25","kvinnor","Utrikes född",4
"Sotenäs","12","män","Född i Sverige",36
"Sotenäs","12","män","Utrikes född",11
"Sotenäs","12","kvinnor","Född i Sverige",40
"Sotenäs","12","kvinnor","Utrikes född",2
"Sotenäs","13","män","Född i Sverige",29
"Sotenäs","13","män","Utrikes född",2
"Sotenäs","13","kvinnor","Född i Sverige",29
"Sotenäs","13","kvinnor","Utrikes född",4
"Sotenäs","14","män","Född i Sverige",33
"Sotenäs","14","män","Utrikes född",5
"Sotenäs","14","kvinnor","Född i Sverige",30
"Sotenäs","14","kvinnor","Utrikes född",6
"Sotenäs","15","män","Född i Sverige",31
"Sotenäs","15","män","Utrikes född",5
"Sotenäs","15","kvinnor","Född i Sverige",41
"Sotenäs","15","kvinnor","Utrikes född",4
"Sotenäs","16","män","Född i Sverige",36
"Sotenäs","16","män","Utrikes född",2
"Sotenäs","16","kvinnor","Född i Sverige",29
"Sotenäs","16","kvinnor","Utrikes född",2
"Sotenäs","17","män","Född i Sverige",30
"Sotenäs","17","män","Utrikes född",2
"Sotenäs","17","kvinnor","Född i Sverige",39
"Sotenäs","17","kvinnor","Utrikes född",2
"Sotenäs","18","män","Född i Sverige",34
"Sotenäs","18","män","Utrikes född",7
"Sotenäs","18","kvinnor","Född i Sverige",37
"Sotenäs","18","kvinnor","Utrikes född",4
"Sotenäs","19","män","Född i Sverige",51
"Sotenäs","19","män","Utrikes född",5
"Sotenäs","19","kvinnor","Född i Sverige",32
"Sotenäs","19","kvinnor","Utrikes född",0
"Sotenäs","20","män","Född i Sverige",34
"Sotenäs","20","män","Utrikes född",19
"Sotenäs","20","kvinnor","Född i Sverige",32
"Sotenäs","20","kvinnor","Utrikes född",0
"Sotenäs","21","män","Född i Sverige",39
"Sotenäs","21","män","Utrikes född",24
"Sotenäs","21","kvinnor","Född i Sverige",30
"Sotenäs","21","kvinnor","Utrikes född",3
"Sotenäs","22","män","Född i Sverige",32
"Sotenäs","22","män","Utrikes född",3
"Sotenäs","22","kvinnor","Född i Sverige",23
"Sotenäs","22","kvinnor","Utrikes född",7
"Sotenäs","23","män","Född i Sverige",38
"Sotenäs","23","män","Utrikes född",3
"Sotenäs","23","kvinnor","Född i Sverige",21
"Sotenäs","23","kvinnor","Utrikes född",3
"Sotenäs","24","män","Född i Sverige",33
"Sotenäs","24","män","Utrikes född",6
"Sotenäs","24","kvinnor","Född i Sverige",24
"Sotenäs","24","kvinnor","Utrikes född",7
"Sotenäs","25","män","Född i Sverige",32
"Sotenäs","25","män","Utrikes född",7
"Sotenäs","25","kvinnor","Född i Sverige",35
"Sotenäs","25","kvinnor","Utrikes född",3
"Munkedal","12","män","Född i Sverige",52
"Munkedal","12","män","Utrikes född",13
"Munkedal","12","kvinnor","Född i Sverige",49
"Munkedal","12","kvinnor","Utrikes född",10
"Munkedal","13","män","Född i Sverige",56
"Munkedal","13","män","Utrikes född",9
"Munkedal","13","kvinnor","Född i Sverige",50
"Munkedal","13","kvinnor","Utrikes född",7
"Munkedal","14","män","Född i Sverige",62
"Munkedal","14","män","Utrikes född",5
"Munkedal","14","kvinnor","Född i Sverige",45
"Munkedal","14","kvinnor","Utrikes född",7
"Munkedal","15","män","Född i Sverige",50
"Munkedal","15","män","Utrikes född",10
"Munkedal","15","kvinnor","Född i Sverige",50
"Munkedal","15","kvinnor","Utrikes född",7
"Munkedal","16","män","Född i Sverige",48
"Munkedal","16","män","Utrikes född",7
"Munkedal","16","kvinnor","Född i Sverige",55
"Munkedal","16","kvinnor","Utrikes född",7
"Munkedal","17","män","Född i Sverige",47
"Munkedal","17","män","Utrikes född",6
"Munkedal","17","kvinnor","Född i Sverige",46
"Munkedal","17","kvinnor","Utrikes född",8
"Munkedal","18","män","Född i Sverige",61
"Munkedal","18","män","Utrikes född",11
"Munkedal","18","kvinnor","Född i Sverige",36
"Munkedal","18","kvinnor","Utrikes född",3
"Munkedal","19","män","Född i Sverige",59
"Munkedal","19","män","Utrikes född",13
"Munkedal","19","kvinnor","Född i Sverige",48
"Munkedal","19","kvinnor","Utrikes född",3
"Munkedal","20","män","Född i Sverige",52
"Munkedal","20","män","Utrikes född",24
"Munkedal","20","kvinnor","Född i Sverige",43
"Munkedal","20","kvinnor","Utrikes född",8
"Munkedal","21","män","Född i Sverige",45
"Munkedal","21","män","Utrikes född",16
"Munkedal","21","kvinnor","Född i Sverige",38
"Munkedal","21","kvinnor","Utrikes född",6
"Munkedal","22","män","Född i Sverige",40
"Munkedal","22","män","Utrikes född",11
"Munkedal","22","kvinnor","Född i Sverige",42
"Munkedal","22","kvinnor","Utrikes född",4
"Munkedal","23","män","Född i Sverige",40
"Munkedal","23","män","Utrikes född",10
"Munkedal","23","kvinnor","Född i Sverige",33
"Munkedal","23","kvinnor","Utrikes född",6
"Munkedal","24","män","Född i Sverige",48
"Munkedal","24","män","Utrikes född",7
"Munkedal","24","kvinnor","Född i Sverige",29
"Munkedal","24","kvinnor","Utrikes född",5
"Munkedal","25","män","Född i Sverige",41
"Munkedal","25","män","Utrikes född",11
"Munkedal","25","kvinnor","Född i Sverige",29
"Munkedal","25","kvinnor","Utrikes född",8
"Tanum","12","män","Född i Sverige",47
"Tanum","12","män","Utrikes född",5
"Tanum","12","kvinnor","Född i Sverige",58
"Tanum","12","kvinnor","Utrikes född",12
"Tanum","13","män","Född i Sverige",60
"Tanum","13","män","Utrikes född",5
"Tanum","13","kvinnor","Född i Sverige",54
"Tanum","13","kvinnor","Utrikes född",5
"Tanum","14","män","Född i Sverige",55
"Tanum","14","män","Utrikes född",8
"Tanum","14","kvinnor","Född i Sverige",57
"Tanum","14","kvinnor","Utrikes född",11
"Tanum","15","män","Född i Sverige",67
"Tanum","15","män","Utrikes född",10
"Tanum","15","kvinnor","Född i Sverige",56
"Tanum","15","kvinnor","Utrikes född",10
"Tanum","16","män","Född i Sverige",51
"Tanum","16","män","Utrikes född",11
"Tanum","16","kvinnor","Född i Sverige",51
"Tanum","16","kvinnor","Utrikes född",8
"Tanum","17","män","Född i Sverige",58
"Tanum","17","män","Utrikes född",11
"Tanum","17","kvinnor","Född i Sverige",54
"Tanum","17","kvinnor","Utrikes född",10
"Tanum","18","män","Född i Sverige",45
"Tanum","18","män","Utrikes född",11
"Tanum","18","kvinnor","Född i Sverige",51
"Tanum","18","kvinnor","Utrikes född",6
"Tanum","19","män","Född i Sverige",54
"Tanum","19","män","Utrikes född",13
"Tanum","19","kvinnor","Född i Sverige",43
"Tanum","19","kvinnor","Utrikes född",7
"Tanum","20","män","Född i Sverige",53
"Tanum","20","män","Utrikes född",18
"Tanum","20","kvinnor","Född i Sverige",39
"Tanum","20","kvinnor","Utrikes född",14
"Tanum","21","män","Född i Sverige",48
"Tanum","21","män","Utrikes född",14
"Tanum","21","kvinnor","Född i Sverige",33
"Tanum","21","kvinnor","Utrikes född",7
"Tanum","22","män","Född i Sverige",44
"Tanum","22","män","Utrikes född",11
"Tanum","22","kvinnor","Född i Sverige",35
"Tanum","22","kvinnor","Utrikes född",9
"Tanum","23","män","Född i Sverige",55
"Tanum","23","män","Utrikes född",11
"Tanum","23","kvinnor","Född i Sverige",29
"Tanum","23","kvinnor","Utrikes född",7
"Tanum","24","män","Född i Sverige",52
"Tanum","24","män","Utrikes född",9
"Tanum","24","kvinnor","Född i Sverige",39
"Tanum","24","kvinnor","Utrikes född",13
"Tanum","25","män","Född i Sverige",50
"Tanum","25","män","Utrikes född",17
"Tanum","25","kvinnor","Född i Sverige",48
"Tanum","25","kvinnor","Utrikes född",5
"Dals-Ed","12","män","Född i Sverige",21
"Dals-Ed","12","män","Utrikes född",4
"Dals-Ed","12","kvinnor","Född i Sverige",22
"Dals-Ed","12","kvinnor","Utrikes född",3
"Dals-Ed","13","män","Född i Sverige",24
"Dals-Ed","13","män","Utrikes född",6
"Dals-Ed","13","kvinnor","Född i Sverige",25
"Dals-Ed","13","kvinnor","Utrikes född",0
"Dals-Ed","14","män","Född i Sverige",27
"Dals-Ed","14","män","Utrikes född",1
"Dals-Ed","14","kvinnor","Född i Sverige",28
"Dals-Ed","14","kvinnor","Utrikes född",3
"Dals-Ed","15","män","Född i Sverige",20
"Dals-Ed","15","män","Utrikes född",4
"Dals-Ed","15","kvinnor","Född i Sverige",21
"Dals-Ed","15","kvinnor","Utrikes född",3
"Dals-Ed","16","män","Född i Sverige",29
"Dals-Ed","16","män","Utrikes född",7
"Dals-Ed","16","kvinnor","Född i Sverige",23
"Dals-Ed","16","kvinnor","Utrikes född",2
"Dals-Ed","17","män","Född i Sverige",26
"Dals-Ed","17","män","Utrikes född",5
"Dals-Ed","17","kvinnor","Född i Sverige",22
"Dals-Ed","17","kvinnor","Utrikes född",2
"Dals-Ed","18","män","Född i Sverige",21
"Dals-Ed","18","män","Utrikes född",3
"Dals-Ed","18","kvinnor","Född i Sverige",15
"Dals-Ed","18","kvinnor","Utrikes född",4
"Dals-Ed","19","män","Född i Sverige",21
"Dals-Ed","19","män","Utrikes född",3
"Dals-Ed","19","kvinnor","Född i Sverige",28
"Dals-Ed","19","kvinnor","Utrikes född",3
"Dals-Ed","20","män","Född i Sverige",21
"Dals-Ed","20","män","Utrikes född",10
"Dals-Ed","20","kvinnor","Född i Sverige",17
"Dals-Ed","20","kvinnor","Utrikes född",3
"Dals-Ed","21","män","Född i Sverige",18
"Dals-Ed","21","män","Utrikes född",15
"Dals-Ed","21","kvinnor","Född i Sverige",11
"Dals-Ed","21","kvinnor","Utrikes född",5
"Dals-Ed","22","män","Född i Sverige",21
"Dals-Ed","22","män","Utrikes född",10
"Dals-Ed","22","kvinnor","Född i Sverige",21
"Dals-Ed","22","kvinnor","Utrikes född",3
"Dals-Ed","23","män","Född i Sverige",20
"Dals-Ed","23","män","Utrikes född",4
"Dals-Ed","23","kvinnor","Född i Sverige",23
"Dals-Ed","23","kvinnor","Utrikes född",5
"Dals-Ed","24","män","Född i Sverige",21
"Dals-Ed","24","män","Utrikes född",7
"Dals-Ed","24","kvinnor","Född i Sverige",20
"Dals-Ed","24","kvinnor","Utrikes född",1
"Dals-Ed","25","män","Född i Sverige",22
"Dals-Ed","25","män","Utrikes född",6
"Dals-Ed","25","kvinnor","Född i Sverige",17
"Dals-Ed","25","kvinnor","Utrikes född",6
"Färgelanda","12","män","Född i Sverige",39
"Färgelanda","12","män","Utrikes född",8
"Färgelanda","12","kvinnor","Född i Sverige",29
"Färgelanda","12","kvinnor","Utrikes född",3
"Färgelanda","13","män","Född i Sverige",38
"Färgelanda","13","män","Utrikes född",4
"Färgelanda","13","kvinnor","Född i Sverige",24
"Färgelanda","13","kvinnor","Utrikes född",6
"Färgelanda","14","män","Född i Sverige",30
"Färgelanda","14","män","Utrikes född",10
"Färgelanda","14","kvinnor","Född i Sverige",30
"Färgelanda","14","kvinnor","Utrikes född",9
"Färgelanda","15","män","Född i Sverige",30
"Färgelanda","15","män","Utrikes född",5
"Färgelanda","15","kvinnor","Född i Sverige",33
"Färgelanda","15","kvinnor","Utrikes född",5
"Färgelanda","16","män","Född i Sverige",26
"Färgelanda","16","män","Utrikes född",14
"Färgelanda","16","kvinnor","Född i Sverige",28
"Färgelanda","16","kvinnor","Utrikes född",7
"Färgelanda","17","män","Född i Sverige",25
"Färgelanda","17","män","Utrikes född",9
"Färgelanda","17","kvinnor","Född i Sverige",33
"Färgelanda","17","kvinnor","Utrikes född",3
"Färgelanda","18","män","Född i Sverige",32
"Färgelanda","18","män","Utrikes född",10
"Färgelanda","18","kvinnor","Född i Sverige",28
"Färgelanda","18","kvinnor","Utrikes född",16
"Färgelanda","19","män","Född i Sverige",34
"Färgelanda","19","män","Utrikes född",15
"Färgelanda","19","kvinnor","Född i Sverige",21
"Färgelanda","19","kvinnor","Utrikes född",2
"Färgelanda","20","män","Född i Sverige",24
"Färgelanda","20","män","Utrikes född",13
"Färgelanda","20","kvinnor","Född i Sverige",24
"Färgelanda","20","kvinnor","Utrikes född",8
"Färgelanda","21","män","Född i Sverige",28
"Färgelanda","21","män","Utrikes född",16
"Färgelanda","21","kvinnor","Född i Sverige",24
"Färgelanda","21","kvinnor","Utrikes född",7
"Färgelanda","22","män","Född i Sverige",23
"Färgelanda","22","män","Utrikes född",5
"Färgelanda","22","kvinnor","Född i Sverige",22
"Färgelanda","22","kvinnor","Utrikes född",5
"Färgelanda","23","män","Född i Sverige",24
"Färgelanda","23","män","Utrikes född",6
"Färgelanda","23","kvinnor","Född i Sverige",15
"Färgelanda","23","kvinnor","Utrikes född",7
"Färgelanda","24","män","Född i Sverige",35
"Färgelanda","24","män","Utrikes född",4
"Färgelanda","24","kvinnor","Född i Sverige",23
"Färgelanda","24","kvinnor","Utrikes född",0
"Färgelanda","25","män","Född i Sverige",40
"Färgelanda","25","män","Utrikes född",6
"Färgelanda","25","kvinnor","Född i Sverige",31
"Färgelanda","25","kvinnor","Utrikes född",3
"Ale","12","män","Född i Sverige",196
"Ale","12","män","Utrikes född",15
"Ale","12","kvinnor","Född i Sverige",180
"Ale","12","kvinnor","Utrikes född",15
"Ale","13","män","Född i Sverige",194
"Ale","13","män","Utrikes född",14
"Ale","13","kvinnor","Född i Sverige",207
"Ale","13","kvinnor","Utrikes född",20
"Ale","14","män","Född i Sverige",204
"Ale","14","män","Utrikes född",16
"Ale","14","kvinnor","Född i Sverige",181
"Ale","14","kvinnor","Utrikes född",14
"Ale","15","män","Född i Sverige",190
"Ale","15","män","Utrikes född",16
"Ale","15","kvinnor","Född i Sverige",175
"Ale","15","kvinnor","Utrikes född",15
"Ale","16","män","Född i Sverige",177
"Ale","16","män","Utrikes född",15
"Ale","16","kvinnor","Född i Sverige",164
"Ale","16","kvinnor","Utrikes född",14
"Ale","17","män","Född i Sverige",199
"Ale","17","män","Utrikes född",26
"Ale","17","kvinnor","Född i Sverige",171
"Ale","17","kvinnor","Utrikes född",12
"Ale","18","män","Född i Sverige",160
"Ale","18","män","Utrikes född",21
"Ale","18","kvinnor","Född i Sverige",128
"Ale","18","kvinnor","Utrikes född",13
"Ale","19","män","Född i Sverige",165
"Ale","19","män","Utrikes född",34
"Ale","19","kvinnor","Född i Sverige",155
"Ale","19","kvinnor","Utrikes född",17
"Ale","20","män","Född i Sverige",165
"Ale","20","män","Utrikes född",38
"Ale","20","kvinnor","Född i Sverige",145
"Ale","20","kvinnor","Utrikes född",21
"Ale","21","män","Född i Sverige",135
"Ale","21","män","Utrikes född",37
"Ale","21","kvinnor","Född i Sverige",107
"Ale","21","kvinnor","Utrikes född",26
"Ale","22","män","Född i Sverige",153
"Ale","22","män","Utrikes född",19
"Ale","22","kvinnor","Född i Sverige",114
"Ale","22","kvinnor","Utrikes född",23
"Ale","23","män","Född i Sverige",137
"Ale","23","män","Utrikes född",33
"Ale","23","kvinnor","Född i Sverige",121
"Ale","23","kvinnor","Utrikes född",23
"Ale","24","män","Född i Sverige",153
"Ale","24","män","Utrikes född",26
"Ale","24","kvinnor","Född i Sverige",129
"Ale","24","kvinnor","Utrikes född",28
"Ale","25","män","Född i Sverige",156
"Ale","25","män","Utrikes född",22
"Ale","25","kvinnor","Född i Sverige",152
"Ale","25","kvinnor","Utrikes född",24
"Lerum","12","män","Född i Sverige",317
"Lerum","12","män","Utrikes född",16
"Lerum","12","kvinnor","Född i Sverige",307
"Lerum","12","kvinnor","Utrikes född",9
"Lerum","13","män","Född i Sverige",317
"Lerum","13","män","Utrikes född",24
"Lerum","13","kvinnor","Född i Sverige",281
"Lerum","13","kvinnor","Utrikes född",19
"Lerum","14","män","Född i Sverige",331
"Lerum","14","män","Utrikes född",21
"Lerum","14","kvinnor","Född i Sverige",287
"Lerum","14","kvinnor","Utrikes född",13
"Lerum","15","män","Född i Sverige",314
"Lerum","15","män","Utrikes född",17
"Lerum","15","kvinnor","Född i Sverige",272
"Lerum","15","kvinnor","Utrikes född",19
"Lerum","16","män","Född i Sverige",275
"Lerum","16","män","Utrikes född",25
"Lerum","16","kvinnor","Född i Sverige",254
"Lerum","16","kvinnor","Utrikes född",23
"Lerum","17","män","Född i Sverige",267
"Lerum","17","män","Utrikes född",17
"Lerum","17","kvinnor","Född i Sverige",263
"Lerum","17","kvinnor","Utrikes född",17
"Lerum","18","män","Född i Sverige",262
"Lerum","18","män","Utrikes född",21
"Lerum","18","kvinnor","Född i Sverige",248
"Lerum","18","kvinnor","Utrikes född",14
"Lerum","19","män","Född i Sverige",219
"Lerum","19","män","Utrikes född",20
"Lerum","19","kvinnor","Född i Sverige",212
"Lerum","19","kvinnor","Utrikes född",19
"Lerum","20","män","Född i Sverige",211
"Lerum","20","män","Utrikes född",74
"Lerum","20","kvinnor","Född i Sverige",173
"Lerum","20","kvinnor","Utrikes född",20
"Lerum","21","män","Född i Sverige",190
"Lerum","21","män","Utrikes född",47
"Lerum","21","kvinnor","Född i Sverige",161
"Lerum","21","kvinnor","Utrikes född",7
"Lerum","22","män","Född i Sverige",170
"Lerum","22","män","Utrikes född",29
"Lerum","22","kvinnor","Född i Sverige",137
"Lerum","22","kvinnor","Utrikes född",10
"Lerum","23","män","Född i Sverige",174
"Lerum","23","män","Utrikes född",23
"Lerum","23","kvinnor","Född i Sverige",135
"Lerum","23","kvinnor","Utrikes född",21
"Lerum","24","män","Född i Sverige",140
"Lerum","24","män","Utrikes född",24
"Lerum","24","kvinnor","Född i Sverige",126
"Lerum","24","kvinnor","Utrikes född",19
"Lerum","25","män","Född i Sverige",169
"Lerum","25","män","Utrikes född",21
"Lerum","25","kvinnor","Född i Sverige",121
"Lerum","25","kvinnor","Utrikes född",21
"Vårgårda","12","män","Född i Sverige",69
"Vårgårda","12","män","Utrikes född",8
"Vårgårda","12","kvinnor","Född i Sverige",60
"Vårgårda","12","kvinnor","Utrikes född",9
"Vårgårda","13","män","Född i Sverige",76
"Vårgårda","13","män","Utrikes född",9
"Vårgårda","13","kvinnor","Född i Sverige",70
"Vårgårda","13","kvinnor","Utrikes född",6
"Vårgårda","14","män","Född i Sverige",61
"Vårgårda","14","män","Utrikes född",13
"Vårgårda","14","kvinnor","Född i Sverige",74
"Vårgårda","14","kvinnor","Utrikes född",1
"Vårgårda","15","män","Född i Sverige",57
"Vårgårda","15","män","Utrikes född",4
"Vårgårda","15","kvinnor","Född i Sverige",61
"Vårgårda","15","kvinnor","Utrikes född",10
"Vårgårda","16","män","Född i Sverige",59
"Vårgårda","16","män","Utrikes född",9
"Vårgårda","16","kvinnor","Född i Sverige",47
"Vårgårda","16","kvinnor","Utrikes född",8
"Vårgårda","17","män","Född i Sverige",68
"Vårgårda","17","män","Utrikes född",12
"Vårgårda","17","kvinnor","Född i Sverige",52
"Vårgårda","17","kvinnor","Utrikes född",7
"Vårgårda","18","män","Född i Sverige",59
"Vårgårda","18","män","Utrikes född",11
"Vårgårda","18","kvinnor","Född i Sverige",42
"Vårgårda","18","kvinnor","Utrikes född",9
"Vårgårda","19","män","Född i Sverige",48
"Vårgårda","19","män","Utrikes född",13
"Vårgårda","19","kvinnor","Född i Sverige",65
"Vårgårda","19","kvinnor","Utrikes född",17
"Vårgårda","20","män","Född i Sverige",50
"Vårgårda","20","män","Utrikes född",21
"Vårgårda","20","kvinnor","Född i Sverige",47
"Vårgårda","20","kvinnor","Utrikes född",10
"Vårgårda","21","män","Född i Sverige",42
"Vårgårda","21","män","Utrikes född",27
"Vårgårda","21","kvinnor","Född i Sverige",60
"Vårgårda","21","kvinnor","Utrikes född",8
"Vårgårda","22","män","Född i Sverige",51
"Vårgårda","22","män","Utrikes född",14
"Vårgårda","22","kvinnor","Född i Sverige",47
"Vårgårda","22","kvinnor","Utrikes född",13
"Vårgårda","23","män","Född i Sverige",54
"Vårgårda","23","män","Utrikes född",8
"Vårgårda","23","kvinnor","Född i Sverige",32
"Vårgårda","23","kvinnor","Utrikes född",11
"Vårgårda","24","män","Född i Sverige",62
"Vårgårda","24","män","Utrikes född",10
"Vårgårda","24","kvinnor","Född i Sverige",55
"Vårgårda","24","kvinnor","Utrikes född",16
"Vårgårda","25","män","Född i Sverige",53
"Vårgårda","25","män","Utrikes född",11
"Vårgårda","25","kvinnor","Född i Sverige",56
"Vårgårda","25","kvinnor","Utrikes född",12
"Bollebygd","12","män","Född i Sverige",54
"Bollebygd","12","män","Utrikes född",6
"Bollebygd","12","kvinnor","Född i Sverige",67
"Bollebygd","12","kvinnor","Utrikes född",2
"Bollebygd","13","män","Född i Sverige",52
"Bollebygd","13","män","Utrikes född",10
"Bollebygd","13","kvinnor","Född i Sverige",59
"Bollebygd","13","kvinnor","Utrikes född",6
"Bollebygd","14","män","Född i Sverige",67
"Bollebygd","14","män","Utrikes född",7
"Bollebygd","14","kvinnor","Född i Sverige",48
"Bollebygd","14","kvinnor","Utrikes född",5
"Bollebygd","15","män","Född i Sverige",57
"Bollebygd","15","män","Utrikes född",8
"Bollebygd","15","kvinnor","Född i Sverige",45
"Bollebygd","15","kvinnor","Utrikes född",4
"Bollebygd","16","män","Född i Sverige",52
"Bollebygd","16","män","Utrikes född",6
"Bollebygd","16","kvinnor","Född i Sverige",61
"Bollebygd","16","kvinnor","Utrikes född",10
"Bollebygd","17","män","Född i Sverige",48
"Bollebygd","17","män","Utrikes född",5
"Bollebygd","17","kvinnor","Född i Sverige",48
"Bollebygd","17","kvinnor","Utrikes född",5
"Bollebygd","18","män","Född i Sverige",51
"Bollebygd","18","män","Utrikes född",5
"Bollebygd","18","kvinnor","Född i Sverige",55
"Bollebygd","18","kvinnor","Utrikes född",7
"Bollebygd","19","män","Född i Sverige",43
"Bollebygd","19","män","Utrikes född",6
"Bollebygd","19","kvinnor","Född i Sverige",44
"Bollebygd","19","kvinnor","Utrikes född",5
"Bollebygd","20","män","Född i Sverige",44
"Bollebygd","20","män","Utrikes född",8
"Bollebygd","20","kvinnor","Född i Sverige",25
"Bollebygd","20","kvinnor","Utrikes född",7
"Bollebygd","21","män","Född i Sverige",43
"Bollebygd","21","män","Utrikes född",10
"Bollebygd","21","kvinnor","Född i Sverige",34
"Bollebygd","21","kvinnor","Utrikes född",3
"Bollebygd","22","män","Född i Sverige",42
"Bollebygd","22","män","Utrikes född",11
"Bollebygd","22","kvinnor","Född i Sverige",28
"Bollebygd","22","kvinnor","Utrikes född",2
"Bollebygd","23","män","Född i Sverige",32
"Bollebygd","23","män","Utrikes född",8
"Bollebygd","23","kvinnor","Född i Sverige",26
"Bollebygd","23","kvinnor","Utrikes född",3
"Bollebygd","24","män","Född i Sverige",30
"Bollebygd","24","män","Utrikes född",2
"Bollebygd","24","kvinnor","Född i Sverige",22
"Bollebygd","24","kvinnor","Utrikes född",5
"Bollebygd","25","män","Född i Sverige",46
"Bollebygd","25","män","Utrikes född",1
"Bollebygd","25","kvinnor","Född i Sverige",37
"Bollebygd","25","kvinnor","Utrikes född",2
"Grästorp","12","män","Född i Sverige",31
"Grästorp","12","män","Utrikes född",5
"Grästorp","12","kvinnor","Född i Sverige",33
"Grästorp","12","kvinnor","Utrikes född",2
"Grästorp","13","män","Född i Sverige",34
"Grästorp","13","män","Utrikes född",2
"Grästorp","13","kvinnor","Född i Sverige",27
"Grästorp","13","kvinnor","Utrikes född",1
"Grästorp","14","män","Född i Sverige",28
"Grästorp","14","män","Utrikes född",4
"Grästorp","14","kvinnor","Född i Sverige",31
"Grästorp","14","kvinnor","Utrikes född",3
"Grästorp","15","män","Född i Sverige",19
"Grästorp","15","män","Utrikes född",0
"Grästorp","15","kvinnor","Född i Sverige",35
"Grästorp","15","kvinnor","Utrikes född",0
"Grästorp","16","män","Född i Sverige",30
"Grästorp","16","män","Utrikes född",2
"Grästorp","16","kvinnor","Född i Sverige",34
"Grästorp","16","kvinnor","Utrikes född",2
"Grästorp","17","män","Född i Sverige",28
"Grästorp","17","män","Utrikes född",3
"Grästorp","17","kvinnor","Född i Sverige",17
"Grästorp","17","kvinnor","Utrikes född",1
"Grästorp","18","män","Född i Sverige",30
"Grästorp","18","män","Utrikes född",3
"Grästorp","18","kvinnor","Född i Sverige",41
"Grästorp","18","kvinnor","Utrikes född",8
"Grästorp","19","män","Född i Sverige",19
"Grästorp","19","män","Utrikes född",7
"Grästorp","19","kvinnor","Född i Sverige",22
"Grästorp","19","kvinnor","Utrikes född",4
"Grästorp","20","män","Född i Sverige",31
"Grästorp","20","män","Utrikes född",11
"Grästorp","20","kvinnor","Född i Sverige",28
"Grästorp","20","kvinnor","Utrikes född",4
"Grästorp","21","män","Född i Sverige",25
"Grästorp","21","män","Utrikes född",12
"Grästorp","21","kvinnor","Född i Sverige",29
"Grästorp","21","kvinnor","Utrikes född",6
"Grästorp","22","män","Född i Sverige",25
"Grästorp","22","män","Utrikes född",1
