"region","kön","ålder","MedTyp","X2018"
"Kristianstad","kvinnor","totalt 16+ år","Medelvärde",243.7
"Kristianstad","kvinnor","totalt 16+ år","Median",227.4
"Kristianstad","kvinnor","16-19 år","Medelvärde",28.4
"Kristianstad","kvinnor","16-19 år","Median",8.8
"Kristianstad","kvinnor","totalt 20+ år","Medelvärde",255.4
"Kristianstad","kvinnor","totalt 20+ år","Median",239.6
"Kristianstad","kvinnor","20-24 år","Medelvärde",142
"Kristianstad","kvinnor","20-24 år","Median",124.5
"Kristianstad","totalt","totalt 16+ år","Medelvärde",275.7
"Kristianstad","totalt","totalt 16+ år","Median",258.4
"Kristianstad","totalt","16-19 år","Medelvärde",25.8
"Kristianstad","totalt","16-19 år","Median",6.2
"Kristianstad","totalt","totalt 20+ år","Medelvärde",290.8
"Kristianstad","totalt","totalt 20+ år","Median",272.6
"Kristianstad","totalt","20-24 år","Medelvärde",159.1
"Kristianstad","totalt","20-24 år","Median",142.1
"Simrishamn","män","totalt 16+ år","Medelvärde",295.9
"Simrishamn","män","totalt 16+ år","Median",274
"Simrishamn","män","16-19 år","Medelvärde",31.6
"Simrishamn","män","16-19 år","Median",16
"Simrishamn","män","totalt 20+ år","Medelvärde",308.8
"Simrishamn","män","totalt 20+ år","Median",285.8
"Simrishamn","män","20-24 år","Medelvärde",194.3
"Simrishamn","män","20-24 år","Median",207
"Simrishamn","kvinnor","totalt 16+ år","Medelvärde",233
"Simrishamn","kvinnor","totalt 16+ år","Median",205.8
"Simrishamn","kvinnor","16-19 år","Medelvärde",30
"Simrishamn","kvinnor","16-19 år","Median",16.3
"Simrishamn","kvinnor","totalt 20+ år","Medelvärde",242.8
"Simrishamn","kvinnor","totalt 20+ år","Median",215.4
"Simrishamn","kvinnor","20-24 år","Medelvärde",151.8
"Simrishamn","kvinnor","20-24 år","Median",137.2
"Simrishamn","totalt","totalt 16+ år","Medelvärde",263.9
"Simrishamn","totalt","totalt 16+ år","Median",238.2
"Simrishamn","totalt","16-19 år","Medelvärde",30.8
"Simrishamn","totalt","16-19 år","Median",16.3
"Simrishamn","totalt","totalt 20+ år","Medelvärde",275.2
"Simrishamn","totalt","totalt 20+ år","Median",248.1
"Simrishamn","totalt","20-24 år","Medelvärde",175.5
"Simrishamn","totalt","20-24 år","Median",166.5
"Ängelholm","män","totalt 16+ år","Medelvärde",348.7
"Ängelholm","män","totalt 16+ år","Median",331.4
"Ängelholm","män","16-19 år","Medelvärde",32.4
"Ängelholm","män","16-19 år","Median",8.7
"Ängelholm","män","totalt 20+ år","Medelvärde",366.6
"Ängelholm","män","totalt 20+ år","Median",343.6
"Ängelholm","män","20-24 år","Medelvärde",206.5
"Ängelholm","män","20-24 år","Median",217.1
"Ängelholm","kvinnor","totalt 16+ år","Medelvärde",255
"Ängelholm","kvinnor","totalt 16+ år","Median",235.5
"Ängelholm","kvinnor","16-19 år","Medelvärde",30.6
"Ängelholm","kvinnor","16-19 år","Median",15.6
"Ängelholm","kvinnor","totalt 20+ år","Medelvärde",266.1
"Ängelholm","kvinnor","totalt 20+ år","Median",245.5
"Ängelholm","kvinnor","20-24 år","Medelvärde",164.9
"Ängelholm","kvinnor","20-24 år","Median",158.2
"Ängelholm","totalt","totalt 16+ år","Medelvärde",300.7
"Ängelholm","totalt","totalt 16+ år","Median",277.4
"Ängelholm","totalt","16-19 år","Medelvärde",31.6
"Ängelholm","totalt","16-19 år","Median",12.6
"Ängelholm","totalt","totalt 20+ år","Medelvärde",314.9
"Ängelholm","totalt","totalt 20+ år","Median",289.9
"Ängelholm","totalt","20-24 år","Medelvärde",186.3
"Ängelholm","totalt","20-24 år","Median",180.7
"Hässleholm","män","totalt 16+ år","Medelvärde",298.9
"Hässleholm","män","totalt 16+ år","Median",288
"Hässleholm","män","16-19 år","Medelvärde",25.6
"Hässleholm","män","16-19 år","Median",3.2
"Hässleholm","män","totalt 20+ år","Medelvärde",315.7
"Hässleholm","män","totalt 20+ år","Median",303.6
"Hässleholm","män","20-24 år","Medelvärde",187.4
"Hässleholm","män","20-24 år","Median",176.3
"Hässleholm","kvinnor","totalt 16+ år","Medelvärde",228.2
"Hässleholm","kvinnor","totalt 16+ år","Median",209.7
"Hässleholm","kvinnor","16-19 år","Medelvärde",26.6
"Hässleholm","kvinnor","16-19 år","Median",7.4
"Hässleholm","kvinnor","totalt 20+ år","Medelvärde",240.2
"Hässleholm","kvinnor","totalt 20+ år","Median",221.4
"Hässleholm","kvinnor","20-24 år","Medelvärde",147
"Hässleholm","kvinnor","20-24 år","Median",139.8
"Hässleholm","totalt","totalt 16+ år","Medelvärde",263.7
"Hässleholm","totalt","totalt 16+ år","Median",244.9
"Hässleholm","totalt","16-19 år","Medelvärde",26.1
"Hässleholm","totalt","16-19 år","Median",5.1
"Hässleholm","totalt","totalt 20+ år","Medelvärde",278.1
"Hässleholm","totalt","totalt 20+ år","Median",258
"Hässleholm","totalt","20-24 år","Medelvärde",168.5
"Hässleholm","totalt","20-24 år","Median",154.5
"Hylte","män","totalt 16+ år","Medelvärde",290.7
"Hylte","män","totalt 16+ år","Median",301.6
"Hylte","män","16-19 år","Medelvärde",26.4
"Hylte","män","16-19 år","Median",8.7
"Hylte","män","totalt 20+ år","Medelvärde",309.3
"Hylte","män","totalt 20+ år","Median",316.2
"Hylte","män","20-24 år","Medelvärde",219.6
"Hylte","män","20-24 år","Median",249.9
"Hylte","kvinnor","totalt 16+ år","Medelvärde",220.8
"Hylte","kvinnor","totalt 16+ år","Median",207.2
"Hylte","kvinnor","16-19 år","Medelvärde",31.5
"Hylte","kvinnor","16-19 år","Median",12.8
"Hylte","kvinnor","totalt 20+ år","Medelvärde",232.5
"Hylte","kvinnor","totalt 20+ år","Median",222.3
"Hylte","kvinnor","20-24 år","Medelvärde",155.3
"Hylte","kvinnor","20-24 år","Median",150.1
"Hylte","totalt","totalt 16+ år","Medelvärde",257
"Hylte","totalt","totalt 16+ år","Median",254.5
"Hylte","totalt","16-19 år","Medelvärde",28.7
"Hylte","totalt","16-19 år","Median",11.5
"Hylte","totalt","totalt 20+ år","Medelvärde",272.1
"Hylte","totalt","totalt 20+ år","Median",268.9
"Hylte","totalt","20-24 år","Medelvärde",191
"Hylte","totalt","20-24 år","Median",192
"Halmstad","män","totalt 16+ år","Medelvärde",322.8
"Halmstad","män","totalt 16+ år","Median",315
"Halmstad","män","16-19 år","Medelvärde",30.1
"Halmstad","män","16-19 år","Median",11.8
"Halmstad","män","totalt 20+ år","Medelvärde",339.7
"Halmstad","män","totalt 20+ år","Median",327.4
"Halmstad","män","20-24 år","Medelvärde",180.6
"Halmstad","män","20-24 år","Median",161.3
"Halmstad","kvinnor","totalt 16+ år","Medelvärde",250.9
"Halmstad","kvinnor","totalt 16+ år","Median",235.7
"Halmstad","kvinnor","16-19 år","Medelvärde",32.7
"Halmstad","kvinnor","16-19 år","Median",16.9
"Halmstad","kvinnor","totalt 20+ år","Medelvärde",261.9
"Halmstad","kvinnor","totalt 20+ år","Median",247.1
"Halmstad","kvinnor","20-24 år","Medelvärde",152.9
"Halmstad","kvinnor","20-24 år","Median",136.1
"Halmstad","totalt","totalt 16+ år","Medelvärde",286.5
"Halmstad","totalt","totalt 16+ år","Median",272.7
"Halmstad","totalt","16-19 år","Medelvärde",31.3
"Halmstad","totalt","16-19 år","Median",14
"Halmstad","totalt","totalt 20+ år","Medelvärde",300.3
"Halmstad","totalt","totalt 20+ år","Median",286
"Halmstad","totalt","20-24 år","Medelvärde",167.3
"Halmstad","totalt","20-24 år","Median",148.2
"Laholm","män","totalt 16+ år","Medelvärde",308.3
"Laholm","män","totalt 16+ år","Median",305.8
"Laholm","män","16-19 år","Medelvärde",31.8
"Laholm","män","16-19 år","Median",12.3
"Laholm","män","totalt 20+ år","Medelvärde",326
"Laholm","män","totalt 20+ år","Median",319.3
"Laholm","män","20-24 år","Medelvärde",207.3
"Laholm","män","20-24 år","Median",207.2
"Laholm","kvinnor","totalt 16+ år","Medelvärde",232
"Laholm","kvinnor","totalt 16+ år","Median",218.1
"Laholm","kvinnor","16-19 år","Medelvärde",30.1
"Laholm","kvinnor","16-19 år","Median",18.6
"Laholm","kvinnor","totalt 20+ år","Medelvärde",242.9
"Laholm","kvinnor","totalt 20+ år","Median",228.7
"Laholm","kvinnor","20-24 år","Medelvärde",155
"Laholm","kvinnor","20-24 år","Median",152.6
"Laholm","totalt","totalt 16+ år","Medelvärde",270.7
"Laholm","totalt","totalt 16+ år","Median",257.1
"Laholm","totalt","16-19 år","Medelvärde",31
"Laholm","totalt","16-19 år","Median",15.3
"Laholm","totalt","totalt 20+ år","Medelvärde",284.9
"Laholm","totalt","totalt 20+ år","Median",270
"Laholm","totalt","20-24 år","Medelvärde",183.9
"Laholm","totalt","20-24 år","Median",184.1
"Falkenberg","män","totalt 16+ år","Medelvärde",315.8
"Falkenberg","män","totalt 16+ år","Median",315.1
"Falkenberg","män","16-19 år","Medelvärde",40.7
"Falkenberg","män","16-19 år","Median",20.4
"Falkenberg","män","totalt 20+ år","Medelvärde",332
"Falkenberg","män","totalt 20+ år","Median",327.3
"Falkenberg","män","20-24 år","Medelvärde",210.5
"Falkenberg","män","20-24 år","Median",223.7
"Falkenberg","kvinnor","totalt 16+ år","Medelvärde",239.8
"Falkenberg","kvinnor","totalt 16+ år","Median",228
"Falkenberg","kvinnor","16-19 år","Medelvärde",42.3
"Falkenberg","kvinnor","16-19 år","Median",28.4
"Falkenberg","kvinnor","totalt 20+ år","Medelvärde",250.5
"Falkenberg","kvinnor","totalt 20+ år","Median",239.1
"Falkenberg","kvinnor","20-24 år","Medelvärde",175.4
"Falkenberg","kvinnor","20-24 år","Median",183.1
"Falkenberg","totalt","totalt 16+ år","Medelvärde",277.8
"Falkenberg","totalt","totalt 16+ år","Median",267.4
"Falkenberg","totalt","16-19 år","Medelvärde",41.5
"Falkenberg","totalt","16-19 år","Median",24.4
"Falkenberg","totalt","totalt 20+ år","Medelvärde",291.2
"Falkenberg","totalt","totalt 20+ år","Median",279
"Falkenberg","totalt","20-24 år","Medelvärde",194.2
"Falkenberg","totalt","20-24 år","Median",200.3
"Varberg","män","totalt 16+ år","Medelvärde",350.2
"Varberg","män","totalt 16+ år","Median",341
"Varberg","män","16-19 år","Medelvärde",36.8
"Varberg","män","16-19 år","Median",18.1
"Varberg","män","totalt 20+ år","Medelvärde",368.5
"Varberg","män","totalt 20+ år","Median",352.9
"Varberg","män","20-24 år","Medelvärde",220.4
"Varberg","män","20-24 år","Median",238.5
"Varberg","kvinnor","totalt 16+ år","Medelvärde",257.9
"Varberg","kvinnor","totalt 16+ år","Median",244.3
"Varberg","kvinnor","16-19 år","Medelvärde",41.1
"Varberg","kvinnor","16-19 år","Median",26
"Varberg","kvinnor","totalt 20+ år","Medelvärde",268.8
"Varberg","kvinnor","totalt 20+ år","Median",254.7
"Varberg","kvinnor","20-24 år","Medelvärde",180.7
"Varberg","kvinnor","20-24 år","Median",186.8
"Varberg","totalt","totalt 16+ år","Medelvärde",303.6
"Varberg","totalt","totalt 16+ år","Median",288.2
"Varberg","totalt","16-19 år","Medelvärde",38.8
"Varberg","totalt","16-19 år","Median",22.5
"Varberg","totalt","totalt 20+ år","Medelvärde",318
"Varberg","totalt","totalt 20+ år","Median",300.3
"Varberg","totalt","20-24 år","Medelvärde",201.8
"Varberg","totalt","20-24 år","Median",208.4
"Kungsbacka","män","totalt 16+ år","Medelvärde",417.3
"Kungsbacka","män","totalt 16+ år","Median",381.3
"Kungsbacka","män","16-19 år","Medelvärde",28.7
"Kungsbacka","män","16-19 år","Median",9.1
"Kungsbacka","män","totalt 20+ år","Medelvärde",446.2
"Kungsbacka","män","totalt 20+ år","Median",399.6
"Kungsbacka","män","20-24 år","Medelvärde",198
"Kungsbacka","män","20-24 år","Median",194.3
"Kungsbacka","kvinnor","totalt 16+ år","Medelvärde",300.2
"Kungsbacka","kvinnor","totalt 16+ år","Median",278.9
"Kungsbacka","kvinnor","16-19 år","Medelvärde",33.6
"Kungsbacka","kvinnor","16-19 år","Median",13.5
"Kungsbacka","kvinnor","totalt 20+ år","Medelvärde",317.9
"Kungsbacka","kvinnor","totalt 20+ år","Median",293.8
"Kungsbacka","kvinnor","20-24 år","Medelvärde",166.7
"Kungsbacka","kvinnor","20-24 år","Median",168
"Kungsbacka","totalt","totalt 16+ år","Medelvärde",357.9
"Kungsbacka","totalt","totalt 16+ år","Median",323.2
"Kungsbacka","totalt","16-19 år","Medelvärde",31.1
"Kungsbacka","totalt","16-19 år","Median",11
"Kungsbacka","totalt","totalt 20+ år","Medelvärde",380.9
"Kungsbacka","totalt","totalt 20+ år","Median",340.5
"Kungsbacka","totalt","20-24 år","Medelvärde",183.7
"Kungsbacka","totalt","20-24 år","Median",181.4
"Härryda","män","totalt 16+ år","Medelvärde",407.5
"Härryda","män","totalt 16+ år","Median",386
"Härryda","män","16-19 år","Medelvärde",28.6
"Härryda","män","16-19 år","Median",6.4
"Härryda","män","totalt 20+ år","Medelvärde",433.6
"Härryda","män","totalt 20+ år","Median",402
"Härryda","män","20-24 år","Medelvärde",193
"Härryda","män","20-24 år","Median",184.7
"Härryda","kvinnor","totalt 16+ år","Medelvärde",308
"Härryda","kvinnor","totalt 16+ år","Median",292.3
"Härryda","kvinnor","16-19 år","Medelvärde",34.7
"Härryda","kvinnor","16-19 år","Median",13.2
"Härryda","kvinnor","totalt 20+ år","Medelvärde",326
"Härryda","kvinnor","totalt 20+ år","Median",308.1
"Härryda","kvinnor","20-24 år","Medelvärde",157.8
"Härryda","kvinnor","20-24 år","Median",149.4
"Härryda","totalt","totalt 16+ år","Medelvärde",357.6
"Härryda","totalt","totalt 16+ år","Median",335.1
"Härryda","totalt","16-19 år","Medelvärde",31.6
"Härryda","totalt","16-19 år","Median",9.6
"Härryda","totalt","totalt 20+ år","Medelvärde",379.6
"Härryda","totalt","totalt 20+ år","Median",351.5
"Härryda","totalt","20-24 år","Medelvärde",176.5
"Härryda","totalt","20-24 år","Median",164.3
"Partille","män","totalt 16+ år","Medelvärde",385.7
"Partille","män","totalt 16+ år","Median",361.3
"Partille","män","16-19 år","Medelvärde",26.6
"Partille","män","16-19 år","Median",7.3
"Partille","män","totalt 20+ år","Medelvärde",411.8
"Partille","män","totalt 20+ år","Median",380.3
"Partille","män","20-24 år","Medelvärde",187.5
"Partille","män","20-24 år","Median",165.7
"Partille","kvinnor","totalt 16+ år","Medelvärde",296.4
"Partille","kvinnor","totalt 16+ år","Median",283.8
"Partille","kvinnor","16-19 år","Medelvärde",28.7
"Partille","kvinnor","16-19 år","Median",8.9
"Partille","kvinnor","totalt 20+ år","Medelvärde",312.2
"Partille","kvinnor","totalt 20+ år","Median",297.7
"Partille","kvinnor","20-24 år","Medelvärde",158.8
"Partille","kvinnor","20-24 år","Median",139.5
"Partille","totalt","totalt 16+ år","Medelvärde",340.7
"Partille","totalt","totalt 16+ år","Median",319.5
"Partille","totalt","16-19 år","Medelvärde",27.6
"Partille","totalt","16-19 år","Median",7.8
"Partille","totalt","totalt 20+ år","Medelvärde",361.2
"Partille","totalt","totalt 20+ år","Median",335.1
"Partille","totalt","20-24 år","Medelvärde",174
"Partille","totalt","20-24 år","Median",151.4
"Öckerö","män","totalt 16+ år","Medelvärde",385
"Öckerö","män","totalt 16+ år","Median",370.4
"Öckerö","män","16-19 år","Medelvärde",32
"Öckerö","män","16-19 år","Median",13.2
"Öckerö","män","totalt 20+ år","Medelvärde",411.3
"Öckerö","män","totalt 20+ år","Median",389.2
"Öckerö","män","20-24 år","Medelvärde",216.7
"Öckerö","män","20-24 år","Median",206.1
"Öckerö","kvinnor","totalt 16+ år","Medelvärde",275
"Öckerö","kvinnor","totalt 16+ år","Median",251.8
"Öckerö","kvinnor","16-19 år","Medelvärde",32.7
"Öckerö","kvinnor","16-19 år","Median",14.2
"Öckerö","kvinnor","totalt 20+ år","Medelvärde",288.7
"Öckerö","kvinnor","totalt 20+ år","Median",264.5
"Öckerö","kvinnor","20-24 år","Medelvärde",166.4
"Öckerö","kvinnor","20-24 år","Median",157.4
"Öckerö","totalt","totalt 16+ år","Medelvärde",330
"Öckerö","totalt","totalt 16+ år","Median",302.8
"Öckerö","totalt","16-19 år","Medelvärde",32.3
"Öckerö","totalt","16-19 år","Median",13.8
"Öckerö","totalt","totalt 20+ år","Medelvärde",349.5
"Öckerö","totalt","totalt 20+ år","Median",319.8
"Öckerö","totalt","20-24 år","Medelvärde",195.2
"Öckerö","totalt","20-24 år","Median",175.4
"Stenungsund","män","totalt 16+ år","Medelvärde",387.2
"Stenungsund","män","totalt 16+ år","Median",374.2
"Stenungsund","män","16-19 år","Medelvärde",33.2
"Stenungsund","män","16-19 år","Median",8
"Stenungsund","män","totalt 20+ år","Medelvärde",410.4
"Stenungsund","män","totalt 20+ år","Median",390.7
"Stenungsund","män","20-24 år","Medelvärde",219.4
"Stenungsund","män","20-24 år","Median",217.4
"Stenungsund","kvinnor","totalt 16+ år","Medelvärde",279.3
"Stenungsund","kvinnor","totalt 16+ år","Median",261.8
"Stenungsund","kvinnor","16-19 år","Medelvärde",31.1
"Stenungsund","kvinnor","16-19 år","Median",12
"Stenungsund","kvinnor","totalt 20+ år","Medelvärde",294.4
"Stenungsund","kvinnor","totalt 20+ år","Median",276.1
"Stenungsund","kvinnor","20-24 år","Medelvärde",178.5
"Stenungsund","kvinnor","20-24 år","Median",169.6
"Stenungsund","totalt","totalt 16+ år","Medelvärde",332.8
"Stenungsund","totalt","totalt 16+ år","Median",311.4
"Stenungsund","totalt","16-19 år","Medelvärde",32.2
"Stenungsund","totalt","16-19 år","Median",10.2
"Stenungsund","totalt","totalt 20+ år","Medelvärde",351.9
"Stenungsund","totalt","totalt 20+ år","Median",326.5
"Stenungsund","totalt","20-24 år","Medelvärde",199.6
"Stenungsund","totalt","20-24 år","Median",191.7
"Tjörn","män","totalt 16+ år","Medelvärde",380.2
"Tjörn","män","totalt 16+ år","Median",354.5
"Tjörn","män","16-19 år","Medelvärde",41.7
"Tjörn","män","16-19 år","Median",24.3
"Tjörn","män","totalt 20+ år","Medelvärde",399
"Tjörn","män","totalt 20+ år","Median",366.5
"Tjörn","män","20-24 år","Medelvärde",219.5
"Tjörn","män","20-24 år","Median",235.8
"Tjörn","kvinnor","totalt 16+ år","Medelvärde",269.8
"Tjörn","kvinnor","totalt 16+ år","Median",252.3
"Tjörn","kvinnor","16-19 år","Medelvärde",36
"Tjörn","kvinnor","16-19 år","Median",20.6
"Tjörn","kvinnor","totalt 20+ år","Medelvärde",280.6
"Tjörn","kvinnor","totalt 20+ år","Median",262.4
"Tjörn","kvinnor","20-24 år","Medelvärde",166.1
"Tjörn","kvinnor","20-24 år","Median",163.3
"Tjörn","totalt","totalt 16+ år","Medelvärde",325.7
"Tjörn","totalt","totalt 16+ år","Median",299.6
"Tjörn","totalt","16-19 år","Medelvärde",39.1
"Tjörn","totalt","16-19 år","Median",23
"Tjörn","totalt","totalt 20+ år","Medelvärde",340.3
"Tjörn","totalt","totalt 20+ år","Median",310.7
"Tjörn","totalt","20-24 år","Medelvärde",196
"Tjörn","totalt","20-24 år","Median",189.6
"Orust","män","totalt 16+ år","Medelvärde",328.8
"Orust","män","totalt 16+ år","Median",318.5
"Orust","män","16-19 år","Medelvärde",39.4
"Orust","män","16-19 år","Median",18.3
"Orust","män","totalt 20+ år","Medelvärde",345
"Orust","män","totalt 20+ år","Median",331.9
"Orust","män","20-24 år","Medelvärde",235.2
"Orust","män","20-24 år","Median",246.6
"Orust","kvinnor","totalt 16+ år","Medelvärde",250.9
"Orust","kvinnor","totalt 16+ år","Median",231.5
"Orust","kvinnor","16-19 år","Medelvärde",36.3
"Orust","kvinnor","16-19 år","Median",18.9
"Orust","kvinnor","totalt 20+ år","Medelvärde",261
"Orust","kvinnor","totalt 20+ år","Median",240.7
"Orust","kvinnor","20-24 år","Medelvärde",182.9
"Orust","kvinnor","20-24 år","Median",182.7
"Orust","totalt","totalt 16+ år","Medelvärde",290.6
"Orust","totalt","totalt 16+ år","Median",271.1
"Orust","totalt","16-19 år","Medelvärde",38
"Orust","totalt","16-19 år","Median",18.3
"Orust","totalt","totalt 20+ år","Medelvärde",303.6
"Orust","totalt","totalt 20+ år","Median",282.9
"Orust","totalt","20-24 år","Medelvärde",210.1
"Orust","totalt","20-24 år","Median",208.9
"Sotenäs","män","totalt 16+ år","Medelvärde",341.4
"Sotenäs","män","totalt 16+ år","Median",319
"Sotenäs","män","16-19 år","Medelvärde",42.8
"Sotenäs","män","16-19 år","Median",31.3
"Sotenäs","män","totalt 20+ år","Medelvärde",355.2
"Sotenäs","män","totalt 20+ år","Median",331
"Sotenäs","män","20-24 år","Medelvärde",230.6
"Sotenäs","män","20-24 år","Median",249.3
"Sotenäs","kvinnor","totalt 16+ år","Medelvärde",253.1
"Sotenäs","kvinnor","totalt 16+ år","Median",236.5
"Sotenäs","kvinnor","16-19 år","Medelvärde",41
"Sotenäs","kvinnor","16-19 år","Median",32.2
"Sotenäs","kvinnor","totalt 20+ år","Medelvärde",262.1
"Sotenäs","kvinnor","totalt 20+ år","Median",246
"Sotenäs","kvinnor","20-24 år","Medelvärde",178.1
"Sotenäs","kvinnor","20-24 år","Median",176.4
"Sotenäs","totalt","totalt 16+ år","Medelvärde",297.9
"Sotenäs","totalt","totalt 16+ år","Median",277.6
"Sotenäs","totalt","16-19 år","Medelvärde",42
"Sotenäs","totalt","16-19 år","Median",31.9
"Sotenäs","totalt","totalt 20+ år","Medelvärde",309.3
"Sotenäs","totalt","totalt 20+ år","Median",286.9
"Sotenäs","totalt","20-24 år","Medelvärde",208.6
"Sotenäs","totalt","20-24 år","Median",218.1
"Munkedal","män","totalt 16+ år","Medelvärde",295.4
"Munkedal","män","totalt 16+ år","Median",293.2
"Munkedal","män","16-19 år","Medelvärde",44.4
"Munkedal","män","16-19 år","Median",21.4
"Munkedal","män","totalt 20+ år","Medelvärde",311.3
"Munkedal","män","totalt 20+ år","Median",310.3
"Munkedal","män","20-24 år","Medelvärde",219.9
"Munkedal","män","20-24 år","Median",227.5
"Munkedal","kvinnor","totalt 16+ år","Medelvärde",230.1
"Munkedal","kvinnor","totalt 16+ år","Median",216.3
"Munkedal","kvinnor","16-19 år","Medelvärde",37
"Munkedal","kvinnor","16-19 år","Median",23.3
"Munkedal","kvinnor","totalt 20+ år","Medelvärde",240.4
"Munkedal","kvinnor","totalt 20+ år","Median",225.4
"Munkedal","kvinnor","20-24 år","Medelvärde",165
"Munkedal","kvinnor","20-24 år","Median",158.8
"Munkedal","totalt","totalt 16+ år","Medelvärde",263.6
"Munkedal","totalt","totalt 16+ år","Median",247.6
"Munkedal","totalt","16-19 år","Medelvärde",41.1
"Munkedal","totalt","16-19 år","Median",22.6
"Munkedal","totalt","totalt 20+ år","Medelvärde",276.6
"Munkedal","totalt","totalt 20+ år","Median",260.9
"Munkedal","totalt","20-24 år","Medelvärde",195.4
"Munkedal","totalt","20-24 år","Median",192.4
"Tanum","män","totalt 16+ år","Medelvärde",295.4
"Tanum","män","totalt 16+ år","Median",282.3
"Tanum","män","16-19 år","Medelvärde",42.2
"Tanum","män","16-19 år","Median",28.5
"Tanum","män","totalt 20+ år","Medelvärde",308.3
"Tanum","män","totalt 20+ år","Median",295.4
"Tanum","män","20-24 år","Medelvärde",204
"Tanum","män","20-24 år","Median",213.5
"Tanum","kvinnor","totalt 16+ år","Medelvärde",238.4
"Tanum","kvinnor","totalt 16+ år","Median",224.6
"Tanum","kvinnor","16-19 år","Medelvärde",39.5
"Tanum","kvinnor","16-19 år","Median",28.8
"Tanum","kvinnor","totalt 20+ år","Medelvärde",247.8
"Tanum","kvinnor","totalt 20+ år","Median",233.7
"Tanum","kvinnor","20-24 år","Medelvärde",167.1
"Tanum","kvinnor","20-24 år","Median",150.4
"Tanum","totalt","totalt 16+ år","Medelvärde",267.2
"Tanum","totalt","totalt 16+ år","Median",251.4
"Tanum","totalt","16-19 år","Medelvärde",40.9
"Tanum","totalt","16-19 år","Median",28.7
"Tanum","totalt","totalt 20+ år","Medelvärde",278.3
"Tanum","totalt","totalt 20+ år","Median",262.1
"Tanum","totalt","20-24 år","Medelvärde",188.2
"Tanum","totalt","20-24 år","Median",187.7
"Dals-Ed","män","totalt 16+ år","Medelvärde",265.1
"Dals-Ed","män","totalt 16+ år","Median",249.8
"Dals-Ed","män","16-19 år","Medelvärde",21.3
"Dals-Ed","män","16-19 år","Median",3.5
"Dals-Ed","män","totalt 20+ år","Medelvärde",278
"Dals-Ed","män","totalt 20+ år","Median",260.8
"Dals-Ed","män","20-24 år","Medelvärde",213.4
"Dals-Ed","män","20-24 år","Median",233.7
"Dals-Ed","kvinnor","totalt 16+ år","Medelvärde",220.9
"Dals-Ed","kvinnor","totalt 16+ år","Median",204.5
"Dals-Ed","kvinnor","16-19 år","Medelvärde",28.4
"Dals-Ed","kvinnor","16-19 år","Median",15.3
"Dals-Ed","kvinnor","totalt 20+ år","Medelvärde",231.3
"Dals-Ed","kvinnor","totalt 20+ år","Median",215
"Dals-Ed","kvinnor","20-24 år","Medelvärde",156.9
"Dals-Ed","kvinnor","20-24 år","Median",145.8
"Dals-Ed","totalt","totalt 16+ år","Medelvärde",243.9
"Dals-Ed","totalt","totalt 16+ år","Median",232.2
"Dals-Ed","totalt","16-19 år","Medelvärde",24.7
"Dals-Ed","totalt","16-19 år","Median",11.5
"Dals-Ed","totalt","totalt 20+ år","Medelvärde",255.5
"Dals-Ed","totalt","totalt 20+ år","Median",240.3
"Dals-Ed","totalt","20-24 år","Medelvärde",187.3
"Dals-Ed","totalt","20-24 år","Median",196.2
"Färgelanda","män","totalt 16+ år","Medelvärde",280.1
"Färgelanda","män","totalt 16+ år","Median",275.7
"Färgelanda","män","16-19 år","Medelvärde",27.7
"Färgelanda","män","16-19 år","Median",9.6
"Färgelanda","män","totalt 20+ år","Medelvärde",295.5
"Färgelanda","män","totalt 20+ år","Median",292.2
"Färgelanda","män","20-24 år","Medelvärde",211.4
"Färgelanda","män","20-24 år","Median",216.8
"Färgelanda","kvinnor","totalt 16+ år","Medelvärde",228.7
"Färgelanda","kvinnor","totalt 16+ år","Median",218.4
"Färgelanda","kvinnor","16-19 år","Medelvärde",32.2
"Färgelanda","kvinnor","16-19 år","Median",9.8
"Färgelanda","kvinnor","totalt 20+ år","Medelvärde",239.4
"Färgelanda","kvinnor","totalt 20+ år","Median",229.2
"Färgelanda","kvinnor","20-24 år","Medelvärde",160.9
"Färgelanda","kvinnor","20-24 år","Median",161.7
"Färgelanda","totalt","totalt 16+ år","Medelvärde",255.2
"Färgelanda","totalt","totalt 16+ år","Median",245.4
"Färgelanda","totalt","16-19 år","Medelvärde",29.8
"Färgelanda","totalt","16-19 år","Median",9.8
"Färgelanda","totalt","totalt 20+ år","Medelvärde",268.2
"Färgelanda","totalt","totalt 20+ år","Median",257.3
"Färgelanda","totalt","20-24 år","Medelvärde",189.5
"Färgelanda","totalt","20-24 år","Median",190.8
"Ale","män","totalt 16+ år","Medelvärde",347.3
"Ale","män","totalt 16+ år","Median",351.1
"Ale","män","16-19 år","Medelvärde",31.1
"Ale","män","16-19 år","Median",7.7
"Ale","män","totalt 20+ år","Medelvärde",368.9
"Ale","män","totalt 20+ år","Median",366
"Ale","män","20-24 år","Medelvärde",217.5
"Ale","män","20-24 år","Median",221.9
"Ale","kvinnor","totalt 16+ år","Medelvärde",268
"Ale","kvinnor","totalt 16+ år","Median",261.9
"Ale","kvinnor","16-19 år","Medelvärde",33
"Ale","kvinnor","16-19 år","Median",10.4
"Ale","kvinnor","totalt 20+ år","Medelvärde",282.3
"Ale","kvinnor","totalt 20+ år","Median",275.8
